exam,section,text_no,q_range,words,paragraphs,sentences,words_per_sentence,pct_outside_top5k,pct_outside_top8k,rare_words_per_sentence,domain,subject,shape,has_pivot,pivot_marker,opening_move,closing_move,is_biography,requires_outside_knowledge,key_reliability,passage
spring_2019,2,2,18-22,253,4,11,23.0,13.2,9.1,0.82,anthropology_culture,Women's power in Iroquois society,expository_descriptive,False,,definition,last_fact,False,False,ok,"(1) The Iroquois Confederacy or, as its members prefer to call themselves, the Haudenosaunee (People of the Longhouse), is a political alliance of six Native American tribes. Like other native peoples of North America, the Iroquois were key figures in the region's development and greatly influenced early North American history.

(5) Iroquois women, for example, have long been a source of interest and inspiration to women's rights activists. Indeed, 19th-century American feminists such as Elizabeth Cady Stanton and Lucretia Mott explicitly cited the model of Iroquois women in their campaign to achieve equality between the sexes. At a time when women in the Western world were regarded as weak and inferior to their male counterparts, Iroquois women (10) were both respected and powerful.

Women played a pivotal role in Iroquois society. Each of the six Iroquois tribes was divided into several clans (named after animals such as bear, turtle, and wolf), each of which was headed by a ""clan mother"". The tribes were matrilineal: after marriage, a man joined his wife's family and their children became members of her clan.

(15) Together, the clan mothers made up the powerful Clan Mothers' Council, which was responsible for appointing the sachem, or tribal leader. While only a man could become the sachem, it was the women of the Clan Mothers' Council who elected him and who had the power to replace him if his behavior displeased them. Furthermore, the Council divided up the land of the predominantly agricultural Iroquois, determining which (20) tracts of land would be allocated to whom."
spring_2020,1,1,13-17,302,3,16,18.9,10.0,5.6,0.38,biography,T.S. Eliot's bank job and poetry,chronological_narrative,True,"But, much to Pound's surprise",quotation,last_fact,True,False,ok,"(1) The English poet Robert Graves once said, ""There is no money in poetry, but then there is no poetry in money, either."" Many poets are caught between their wish to create art and the need to support themselves. Even T.S. Eliot, one of the greatest poets of the twentieth century, could not live on the income his writing provided.

(5) Born in the United States, Eliot moved to London, England, in 1914 at the age of twenty-five. There he met fellow poet Ezra Pound, who took Eliot under his wing. Pound, a respected critic and editor, immediately recognized the young poet's talent and helped Eliot publish some of his first poems, including ""The Love Song of J. Alfred Prufrock"" (1915). By the time his masterpiece The Waste Land was published in 1922, (10) Eliot was already well known and considered an outstanding poet.

Notwithstanding this recognition, Eliot could not earn a living from his poetry and went to work at Lloyds Bank in London. As Eliot's reputation as a poet grew, Pound advised him to devote all his time to writing. In 1923 Pound came up with a plan to make this possible. He persuaded a large group of friends that supporting Eliot would (15) be an investment in the future of poetry. Each of them agreed to contribute a small amount of money so that Eliot could quit his job at the bank and dedicate himself to his art. But, much to Pound's surprise, Eliot refused the offer, explaining that he enjoyed his work and the stability it gave him. In 1925, however, Eliot did leave the bank. He went to work as an editor at a publishing house, a job that was better suited to his (20) literary activity. Holding a steady job did not adversely affect Eliot's poetry: in 1948 he was awarded the Nobel Prize for Literature."
spring_2020,1,2,18-22,341,4,15,22.7,15.7,9.7,0.87,anthropology_culture,Ojibwe wild rice and genetic modification,chronological_narrative,True,however,scene,summary_restatement,False,False,ok,"(1) During the time of year known as the ""wild rice moon"", members of the Native American Ojibwe nation can be seen along the marshy shores of northern Minnesota's lakes, steering their canoes through clusters of wild rice plants. Using carved cedar ""knocking"" sticks, they swipe at the tall plants to make the rice fall into their boats. (5) Going out ""ricing"" on the lakes has been a tribal practice for generations. According to tradition, the Ojibwe, following a sign in the sky, moved westward from the Atlantic coast to a place where ""the food grows on the water"" – the northern inland lakes of Michigan, Wisconsin, and Minnesota. There they found flowing fields of manoomin, or wild rice. Seen as a special gift from the creator of the universe, manoomin not only (10) became a staple in the Ojibwe diet but also assumed cultural and spiritual importance, featuring in various ceremonies and rituals.

Over time, as European settlers encroached upon the lands of the Ojibwe, a battle ensued over the legal rights to wild rice. In an 1837 treaty, the Ojibwe ceded nearly 14 million acres of Wisconsin and Minnesota but retained privileges to hunt, fish, and (15) gather wild rice upon those lands. Federal and Supreme Court cases have since upheld these rights.

In recent years, however, wild rice has been the focus of a heated controversy between University of Minnesota scientists and Ojibwe leaders. The former have produced a genetically modified variant of wild rice for large-scale commercial farming. (20) The project is causing outrage among many of the Ojibwe. For them, wild rice is not just another crop, like wheat or potatoes, but something sacred that should not be tampered with. They vehemently oppose the artificial introduction of DNA from other plants into wild rice, fearing that modified varieties might contaminate the wild type if spread by wind or by birds.

(25) The Ojibwe struggle for the exclusive rights to wild rice is but one example of the worldwide battle for control over natural resources that have, throughout history, been the collective property of indigenous peoples."
spring_2020,2,1,13-17,263,4,13,20.2,20.0,11.6,0.85,history,Queen Victoria at Buffalo Bill's show,chronological_narrative,True,surprised everyone,historical_date_anchor,summary_restatement,False,False,ok,"(1) In 1887, Britain celebrated Queen Victoria's Golden Jubilee, marking fifty years of her reign. One of the attractions from the U.S. was Buffalo Bill's Wild West show, featuring cowboys, sharpshooters, and highly skilled horseback riders. Given the history of tensions between the two countries, the presence of this thoroughly American (5) spectacle at the decidedly English celebrations was a matter of some consequence. Even more significant was the show's overwhelming success: by the time it left London, over a million people had attended.

Intrigued by reports of the colourful spectacle, Queen Victoria expressed her desire to have the show brought to Buckingham Palace, which she had rarely left since the (10) death of her husband twenty-five years earlier. When it was explained to her that the palace could not accommodate the massive production, the Queen surprised everyone by deciding to travel to Earl's Court arena for a command performance.

It was a splendid occasion. The performance began with a Grand Entry, in which horsemen carrying American flags trotted into the arena. As they passed, Her Majesty (15) rose and, with a simple, elegant bow, paid her respects to the American flag – the first time in history that a supreme sovereign of the British Empire had honoured the colours of the former British colony.

Queen Victoria's attendance made news everywhere in the English-speaking world and helped Buffalo Bill's Wild West to become an international phenomenon. For over (20) twenty years, the show attracted enthusiastic audiences throughout Europe and beyond. Moreover, the show established a vivid, if inaccurate, image of American culture and history that would endure for generations."
spring_2020,2,2,18-22,315,4,17,18.5,15.6,11.6,1.29,life_science,The great snipe's record non-stop flight,expository_descriptive,True,At first glance,striking_fact,open_question,False,False,ok,"(1) According to a scientific study published in 2011, the record for the fastest long-distance, non-stop flight in the animal kingdom belongs to a plump little bird. The great snipe completes its yearly flight from nesting grounds in northern Europe to its winter habitat in central Africa without resting. Reaching speeds of up to 60 miles per hour, it (5) may fly for as long as 96 consecutive hours.

At first glance, great snipes do not seem especially well equipped for such an arduous journey. Their bodies are small and chubby, and their wings are not very aerodynamic, lacking the pointed tips characteristic of other long-distance fliers. According to biologist Raymond Klaassen from Sweden's Lund University, it is their (10) chubbiness that guarantees the success of their flight. Over the summer, before setting out on their annual migration, the birds nearly double their body weight. Their ample fat reserves are what sustains them on the long journey to Africa, by the end of which they are thin and exhausted.

There are not many birds that fly both far and fast; usually, they can do one or the (15) other. The peregrine falcon, for example, flies very fast – up to 200 miles per hour – but it can only maintain this speed for very short distances. The Arctic tern, on the other hand, travels an extraordinary distance – 22,000 miles – as it migrates between the Arctic and the Antarctic. However, this flight takes several months, with the tern stopping periodically to fish along its route.

(20) The only other bird that comes close to matching the great snipe's feat is the godwit. The godwit's non-stop flight from Alaska to New Zealand, a distance of more than 7,000 miles, takes approximately nine days. However, godwits fly over the ocean and have nowhere to stop. By contrast, snipes have several opportunities to rest along their migratory route, but do not take advantage of them. Scientists are hard pressed to (25) explain why."
spring_2021,1,1,13-17,185,3,13,14.2,9.6,7.8,0.62,music,Schubert's Unfinished Symphony,problem_then_explanation,True,however,definition,future_speculation,False,False,ok,"(1) Franz Schubert's Symphony No. 8 in B Minor is an incomplete masterpiece, beloved despite its imperfection. Written in 1822, six years before the composer's death, the piece is also known as the Unfinished Symphony because it has two movements, or sections, instead of four, as do most symphonies.

(5) So why is it that Schubert never finished his Eighth Symphony? This question is particularly intriguing because he composed hundreds more pieces of music after writing the symphony. Perhaps he simply lost interest in it. Perhaps he ran out of inspiration. It has even been suggested that Schubert did not want to think about the symphony anymore because it reminded him of a difficult period in his life.

(10) Some music experts, however, believe that Schubert did finish writing the Eighth Symphony. Several years ago, one of Schubert's notebooks was found, containing part of a third movement for the Eighth Symphony. It was completely filled with musical notation and it seems clear that there must have been more. How much more? Perhaps, with some luck, another notebook will be found someday, and Schubert's Eighth (15) Symphony will no longer be unfinished."
spring_2021,1,2,18-22,294,3,14,21.0,18.0,13.3,1.71,social_science,Dowsing and why it seems effective,debunking_a_belief,True,Despite,definition,quotation,False,False,ok,"(1) Dowsing is the age-old practice of searching for underground water or minerals using an instrument known as a dowsing rod – usually comprising two pieces of wire or wood, or a single forked stick. Even today, dowsing remains a common practice. For example, farmers sometimes hire dowsers to identify a promising place to dig a water (5) well. Holding the rod parallel to the ground, dowsers walk over an area where they suspect underground water may be found. They claim that when they pass over water, the dowsing rod spontaneously moves, pointing toward it.

Despite many anecdotal reports of success over the centuries, dowsing is not supported by any scientific evidence. How then can the fact that dowsers do sometimes (10) find water be explained? Some amount of underground water can be found almost anywhere, so it is highly probable that a dowser could point at random to nearly any spot on the ground, begin digging, and eventually hit water. And what makes the rod move? The seemingly involuntary motion of dowsing rods can be attributed to the ideomotor response – muscle movements caused by unconscious mental activity. That (15) is, when a dowser anticipates finding water, his body reacts reflexively without him being aware of it.

As absurd as it may seem, ten out of the United Kingdom's twelve regional water and sewer companies admit to at least occasionally using dowsers to detect leaks. When this fact was disclosed by science blogger Sally Le Page, outrage ensued, with (20) the public arguing that dowsing is an unproven practice that wastes time and money. Defending the practice, a spokesperson for the Severn Trent Water company said, ""We've found that some of the older methods are just as effective as modern ones, but we do use drones and satellites as well."""
spring_2021,2,1,13-17,299,3,18,16.6,13.5,11.0,1.22,medicine_health,"Pasteur, Koch and germ theory",debunking_a_belief,True,It was not until,definition,last_fact,False,False,ok,"(1) Germs – microorganisms that cause disease – are among humankind's most dangerous enemies. They are so small that they can be seen only with a microscope. For thousands of years people were unaware that germs even exist, and several theories were suggested to explain what causes illness. Some believed that disease was caused (5) by an evil spirit in the patient's body; this spirit had to be removed in order for the patient to feel better. Others believed that disease was caused by poisonous gases in water.

It was not until the second half of the 19th century that these beliefs were proven wrong. The two men mainly responsible for this were Louis Pasteur and Robert Koch. (10) In 1865, the French silk industry was threatened by pebrine, a disease which affects silkworms. Pasteur, a French scientist, was asked to find out what was causing it. He discovered that microorganisms living on the silkworms caused pebrine; he also succeeded in finding a cure for it. Pasteur thus became the first person to prove that disease is caused by germs. He continued his research on germs until his death in 1895.

(15) Around the time that Pasteur was studying pebrine, Koch, a Prussian country doctor, was studying anthrax, a disease which affects both animals and humans. In 1876, he proved that this disease is caused by a germ. He also discovered a method of staining, or colouring, germs with dyes so that they could more easily be seen and studied under a microscope. The greatest of Koch's discoveries was made in 1882, (20) when he found the germ that causes tuberculosis. Koch travelled all over the world studying diseases; after a visit to Egypt and India, he announced that he had found the germ which causes cholera. Koch received many honours for his work, including the Nobel Prize for medicine."
spring_2021,2,2,18-22,272,3,13,20.9,8.0,4.5,0.54,biography,John Boyd Orr's fight against hunger,chronological_narrative,True,Nevertheless,quotation,last_fact,True,False,ok,"(1) ""There can be no peace in the world so long as a large proportion of the population lack the necessities of life…. World peace must be based on world plenty."" These words sum up the philosophy of Scottish nutritionist and health campaigner John Boyd Orr. The connection between hunger and war was very clear to Boyd Orr, who received (5) the 1949 Nobel Peace Prize in recognition of his efforts to feed the hungry.

Boyd Orr studied medicine and biological sciences at Glasgow University. In 1914, he set up the Nutrition Institute in Aberdeen, and in 1931 he founded and became editor of Nutrition Abstracts and Reviews. Over the years, Boyd Orr conducted research on human nutrition, focusing on the diets of mothers, children, and the poor. In his 1936 (10) report Food, Health, and Income, he concluded that there was an ""appalling amount of malnutrition"" in Britain, across all economic groups. The report became the basis for the country's food rationing program during World War II. Boyd Orr himself became an influential member of the government's Scientific Committee on Food Policy.

At the end of World War II, Boyd Orr was appointed director-general of the United (15) Nations Food and Agriculture Organization (FAO). As such, he played an important role in setting up the International Emergency Food Council in 1946 in response to the postwar food crisis. In 1947, Boyd Orr resigned in protest from the FAO when his proposal for the establishment of a permanent World Food Board was rejected. Nevertheless, his commitment to the cause remained strong and he donated his Nobel (20) prize money to the National Peace Council, the World Movement for Federal Government, and similar organizations."
summer_2018,1,1,13-17,286,3,16,17.9,10.8,7.6,0.69,language_linguistics,English as the dominant global language,expository_descriptive,True,Will English continue to be the dominant global language?,striking_fact,last_fact,False,False,ok,"(1) Many people would say that English is the leading language in the world today. Although there are more native speakers of Mandarin Chinese and of Spanish, English is much more widely used. A fourth of the world's population can communicate in English to some degree. It is essential in many professional and scholarly fields and is (5) the primary language of the internet, where eighty percent of the information is in English. In international business, too, English has taken on a central role. In fact, there are some companies in non-English-speaking countries, such as Sweden and Japan, where English is the language of the workplace.

Will English continue to be the dominant global language? Some scholars believe (10) that, like Latin before it, English will eventually decline in importance. Others argue that English is used over such a wide geographic area and in so many realms of life that its continued centrality is guaranteed.

As English spreads throughout the world and interacts with other languages, new linguistic forms are evolving. Some linguists see these as a family of ""Englishes"". (15) Vernaculars combining English with local languages have emerged, for example, in Singapore, Nigeria, and the Caribbean. The name ""Spanglish"" – a hybrid of Spanish and English – is given to a number of different dialects that developed independently in such diverse places as Gibraltar and Puerto Rico, and on each side of the US-Mexican border. The most widely spoken language in Papua New Guinea is Tok Pisin, a blend of (20) local dialects, English, and other European languages. First used in the eighteenth century as an informal means of communication, it developed over time into a language in its own right. Today, it is one of Papua New Guinea's three official languages."
summer_2018,1,2,18-22,279,3,12,23.2,18.8,11.7,1.5,anthropology_culture,The Mesoamerican rubber ball game,expository_descriptive,True,Far more than a mere sport,historical_date_anchor,quotation,False,False,ok,"(1) When 16th-century Spanish explorers came to the New World, they were enthralled by a fast-paced and sometimes bloody sport. Teams of up to six athletes would use their elbows, knees and hips – anything but their hands or feet – to whack heavy, solid balls through hoops hung several meters above stone courts. What most astonished the Spanish (5) were the ricocheting balls. As Pedro Martyr, the official historian of the Spanish court, wrote in 1530: ""I do not understand how, when they hit the ground, they are sent into the air with incredible bounce."" For Europeans, accustomed to pigskin balls with no bounce at all, the rubber balls seemed almost miraculous.

The game that the Spaniards saw, known as chaah, had been played by the Maya, (10) Aztec and Olmec peoples for thousands of years. Far more than a mere sport, the game was a Mesoamerican ritual of great religious significance. The ball symbolized the sun; by making the ball bounce across the court, players were reenacting the creation of the world and helping to perpetuate the cosmic order.

According to Martyr's writings, the Mesoamericans made their seemingly magical (15) material by collecting sap from lowland trees and mixing it with juice from the morning glory vines that grew on them. Only now have scientists begun to understand the chemical process by which this mixture produces rubber. ""It's a marvelous example of technology, demonstrated at an amazingly early stage,"" says Frank Bates, a chemist at the University of Minnesota. Archeologist Dorothy Hosler of the Massachusetts (20) Institute of Technology agrees. In her view, ""Studying ancient rubbermaking teaches us that these people were extremely conscious of their environment and that they manipulated it with great success."""
summer_2018,2,1,13-17,395,5,21,18.8,11.6,5.1,0.38,biography,Emily Carr's path to recognition,chronological_narrative,True,Yet,named_person,quotation,True,False,ok,"(1) Emily Carr (1871-1945), one of Canada's most prominent artists, grew up in Victoria, British Columbia, on the country's west coast. At the time, painting was considered a pleasant pastime for young women but not an appropriate profession for them. However, Carr was a determined individual – ""contrary from the start"", as she (5) herself states in her autobiography. Her independent spirit helped her overcome the many obstacles she faced on her way to becoming a celebrated artist.

After her parents died in 1890, Carr persuaded her legal guardians to allow her to study art at the California School of Design. In 1893 she returned to Victoria, where she painted and taught children's art classes for a few years. She then spent several (10) years studying art in England and France, where her personal style began to take form.

Back in Canada, she explored British Columbia's forests and coastal villages and was enchanted by the landscapes and by the culture of the native peoples she encountered. These were to become the main themes of her art. Yet she remained unrecognized for many years. She found no buyers for her paintings and no pupils to teach. To earn a (15) living, she raised dogs, grew fruit, and rented out rooms in her house. She began to turn her creative talents to writing and came close to giving up painting altogether.

The turning point in Carr's career came in 1927, when she was invited to exhibit her work at a show in Ottawa devoted to west coast native culture. There she met members of the Group of Seven, highly respected landscape artists. ""Their works call to my very (20) soul,"" she wrote. Deeply moved by their scenes of forests, rivers, and lakes, she became determined to capture the essence of her beloved western Canada. From then on, she enjoyed the support of the Group of Seven, who referred to her as the ""Mother of Modern Art"".

Within a decade, Carr had earned widespread acclaim on both sides of the country, (25) and major exhibitions of her work were held at the Art Gallery of Ontario and the Vancouver Art Gallery. In 1941, she won the Governor General's Award for her first book, Klee Wyck, which describes her experiences among the native peoples of British Columbia. When she died in 1945, she was buried in Victoria, where the inscription on her gravestone reads, ""Emily Carr / Artist and Author / Lover of Nature""."
summer_2018,2,2,18-22,277,4,13,21.3,23.7,19.5,2.54,life_science,Gobies defending coral from turtleweed,phenomenon_then_cause,True,However,definition,quotation,False,False,ok,"(1) They may look like beautiful rock formations, but coral reefs are actually made up of countless tiny marine animals. Usually found in shallow tropical waters, coral reefs are home to a fourth of the world's marine species. A major threat to coral is turtleweed, a kind of seaweed that releases toxic chemicals as it nears the reefs.

(5) Understandably, most fish keep their distance from turtleweed. However, scientists have observed that two types of fish that live in coral reefs – the broad-barred goby and the redhead goby – actually attack turtleweed. Danielle Dixson and Mark Hay of the Georgia Institute of Technology (GIT) conducted experiments to investigate this phenomenon. First they placed both types of gobies together with turtleweed in a tank (10) and saw that the fish ignored the seaweed. They then added a common type of coral – staghorn coral – to the tank, and the gobies went on the offensive.

The scientists discovered that when turtleweed approaches staghorn corals, the corals release an odor-producing chemical. The odor acts as a signal to the gobies, causing them to rush to the scene and destroy the turtleweed. In doing so, the fish (15) ensure the continued existence of their own habitat and that of hundreds of other reef- dwelling creatures. The broad-barred goby, which actually swallows the turtleweed, gains even more: the poison that it absorbs deters predators from hunting it.

Coral reef biologist Nancy Knowlton of the Smithsonian National Museum of Natural History was impressed by the GIT study and what it reveals about the intricate (20) interactions among living things: ""Who would have thought that such a small, seemingly insignificant fish would play such a large role in protecting coral reefs?"""
summer_2019,1,1,13-17,292,4,17,17.2,14.2,7.9,0.76,life_science,Saving South Korea's Sapsaree dog,chronological_narrative,True,however,historical_date_anchor,last_fact,False,False,ok,"(1) In 1992, the South Korean government declared the Sapsaree a national treasure. This breed of dog, whose name means ""the dog that wards off evil spirits or misfortune"", is renowned for its loyalty. One of the many well-known stories about Sapsarees appears on a 300-year-old stone monument in Gumi, South Korea. It tells of (5) an aristocrat who had too many drinks at a party and, on the way home, fell asleep on a riverbank. As he slept, embers fell from his pipe and started a fire. His faithful dog jumped into the river and then used its wet fur to douse the fire and save its master.

More recently, however, it was the Sapsaree that needed rescuing. Over the years, war, poverty, and disease almost eradicated the breed. By 1985, just eight dogs (10) remained. Thanks to the tireless efforts of one committed individual – a geneticist named Ha Ji-Hong – the country's favorite shaggy-haired canine has been brought back from the brink of extinction.

Using a combination of traditional breeding methods and advances in modern DNA technology, Ha Ji-Hong has managed to increase the Sapsaree population significantly. (15) Today, he has 500 breeding dogs. He has placed more than 1,200 Sapsarees with families across South Korea and many others with hospitals, which use them in animal therapy with patients.

Restoring the Sapsaree population has taken all of Ha Ji-Hong's energy and most of his money. To fund the project, he had to sell his family's assets, including farmland he (20) inherited from his father. For Ha Ji-Hong, however, it was well worth losing the family estate to give his beloved breed a new lease on life. Seven years after Ha Ji-Hong launched his mission, the South Korean government finally began providing money to help with the care of his animals."
summer_2019,1,2,18-22,316,4,16,19.8,17.6,11.4,1.0,business_economics,The Aunt Jemima trademark and slavery,problem_then_explanation,True,however,striking_fact,summary_restatement,False,False,ok,"(1) The Aunt Jemima product line, which includes pancake mix, frozen pancakes and waffles, and syrup, is one of the oldest and most successful business ventures in the United States. After more than a hundred years, Aunt Jemima remains one of the country's most recognizable commercial images. The problem with this trademark, (5) however, is that it is based on a shameful chapter in American history.

The roots of the trademark lie in ""Old Aunt Jemima"", a song once sung by black slaves in the American South. ""Jemima"" was a name often given to female slaves by white slave owners, and ""Aunt"" was a title used for older slaves. The picture on the products' packaging showed a black woman wearing an apron and headscarf typical of (10) those worn by household slaves. In advertisements, Aunt Jemima spoke in a way associated with Southern black slaves. The product name and image played on the stereotype of black female slaves as excellent cooks.

Not surprisingly, a product so strongly identified with slavery aroused some controversy even though it sold well. In the 1950s and 1960s, as the civil rights (15) movement gained momentum, the Quaker Oats Company, which owned the product line, drew increasing criticism. As a result, in 1968, Aunt Jemima was given a makeover, eliminating the visual associations with slavery: her headscarf was replaced with a more modern hairband and her apron with a white blouse. In 1989, Aunt Jemima's appearance was altered further, and she was given pearl earrings and styled (20) hair. Nonetheless, all these external changes missed the point: the Aunt Jemima trademark was intrinsically connected with slavery.

Quaker Oats has resisted all demands that it remove the name and image from the product line. It claims that doing so would cost vast sums of money and involve establishing a new product identity in the marketplace. The fact remains, however, that (25) the company is perpetuating a symbol of historic wrongs."
summer_2019,2,1,13-17,273,4,15,18.2,7.8,4.7,0.33,biography,Louis Braille's reading system,chronological_narrative,True,however,historical_date_anchor,summary_restatement,True,False,ok,"(1) Nearly 200 years ago, Louis Braille invented a system that enables blind people to read using their fingers. Thanks to this system, blind people all over the world have access to the written word.

Braille himself lost his sight when he was a child. He was fortunate enough to (5) receive a scholarship to attend the National Institute for the Blind in Paris, one of the few schools of its kind in the world. There, in 1821, Braille heard a lecture that had a great impact on him. The speaker, formerly a captain in Napoleon's army, demonstrated a ""night writing"" system developed to enable soldiers to send and receive messages in the dark without speaking or using light. A message was ""read"" by running the fingers (10) over a series of raised dots. The army ultimately rejected the system because it was too complicated to be practical. Braille, however, recognized its potential and set about adapting it to the needs of blind people.

Whereas night writing was based on arrangements of twelve dots, which represented the sounds of speech, Braille's system used combinations of only six dots (15) to represent letters and punctuation marks. These changes allowed blind people to read relatively quickly – about 115 words a minute, compared with 250 words a minute for a sighted reader. Eventually, number symbols were added, and the system was later extended to include musical notes as well.

The Braille system opened up a new world for blind people. Texts from a multitude (20) of languages have been transcribed into Braille. So significant was the development of Braille that it has been likened to the invention of the printing press in the 15th century."
summer_2019,2,2,18-22,298,4,15,19.9,20.6,12.5,1.07,social_science,Overtourism in the Orkney Islands,problem_then_explanation,True,are causing damage and disrupting life,historical_date_anchor,future_speculation,False,False,ok,"(1) During the eighth and ninth centuries, the Orkney Islands were invaded by Vikings. Now they are being overrun by tourists. These beautiful islands, which belong to Scotland and lie off the country's northern coast, have a population of just over twenty thousand but are visited by over one hundred thousand tourists annually.

(5) Along with stunning landscapes and abundant wildlife, the Orkney Islands boast several interesting historical sites. Prominent among these is Western Europe's best- preserved Neolithic settlement, Skara Brae, a UNESCO World Heritage Site. Its eight stone houses are connected by covered passageways, and the original beds, dressers, shelves and hearths remain intact. Dating back at least 4,500 years, the houses are older (10) than the Great Pyramids of Egypt.

Travellers who come to the islands, the majority of whom visit while on cruises touring northern Europe, are causing damage and disrupting life on the islands. In 2016, a public outcry arose when dozens of tourists barged into a private funeral at the twelfth-century St Magnus Cathedral in Kirkwall and behaved offensively. Soon (15) afterwards, multilingual signs were hung up around the cathedral urging visitors to behave respectfully. On the island of Lamb Holm, security guards had to be hired to protect the lavishly decorated Italian Chapel.

In November 2016, the Orkney Islands Council commissioned a study on the challenges and opportunities created by the flood of tourists. Harold Goodwin, founder (20) and director of the International Centre for Responsible Tourism – a UK-based non- profit organisation working to promote fair and respectful tourism – was also called in to advise the islanders. Based on Goodwin's suggestions, the council is presently taking a number of steps, including controlling the rate at which cruise ships arrive and charging them a fee for docking. The hope is that, as a result, the tourists will seem less (25) like invaders."
summer_2020,1,1,13-17,325,4,18,18.1,9.4,7.0,0.5,business_economics,How Hush Puppies got its name,chronological_narrative,False,,striking_fact,summary_restatement,False,False,ok,"(1) While some shoe brands come and go, the Hush Puppies brand hit the ground running in 1958 and is still around over fifty years later. It has the distinction of being the world's first casual shoe.

Back in 1958, James Muir, a sales manager for the Wolverine World Wide shoe (5) company, was traveling in Tennessee to market a new line of comfortable suede shoes. He stopped overnight at a friend's house, where he was served a dinner of fried catfish accompanied by deep-fried cornmeal dough balls called hush puppies. When he asked how this food got its unusual name, he was told that farmers used it to quiet their barking dogs, or ""hush their puppies"". Ever the shoe salesman, Muir immediately noted (10) that ""barking dogs"" was also an expression meaning tired, sore feet. The result? That very day, the new line of shoes was renamed Hush Puppies, the comfortable shoe that soothes aching feet.

Soon the Hush Puppies brand, with its famous basset hound logo, became part of American popular culture. The photo of the dog could be seen all over: on shoe boxes, (15) in store displays, and in television and magazine advertisements. Within a few years, the shoes were being worn by young and old from all walks of life. The brand quickly spread across North America and beyond. Hush Puppies were popular with everyone from royalty to rock stars. Britain's Prince Philip wore a pair when he visited the U.S. in 1959. In the mid-1960s, the Beatles, the Rolling Stones, and other rock bands (20) sported Hush Puppies. Today, millions of pairs of Hush Puppies are sold every year in over 130 countries.

The Hush Puppies story is far from over. The Wolverine World Wide shoe company has, in recent years, produced everything from lightweight to environmentally friendly shoes. Though there were a few times in its history when Hush Puppies appeared to be (25) going to the dogs, somehow the brand has kept right on walking."
summer_2020,1,2,18-22,336,3,21,16.0,16.1,13.0,1.38,natural_science,Meteorites and what they reveal,expository_descriptive,False,,striking_fact,summary_restatement,False,False,ok,"(1) Every year, Earth is showered by an estimated 100,000 tons of material from outer space. This extraterrestrial debris ranges in size from fine dust to huge chunks of stone. The tiniest particles, called micrometeorites, fall constantly and arrive unnoticed. Much larger are meteors – rocks that are burned by friction as they pass through Earth's (5) atmosphere. As they fall, meteors produce a bright streak of light that can often be seen in a clear night sky. For this reason, they are also referred to as shooting stars. The relatively few meteors that survive the descent through the atmosphere and land on Earth's surface are known as meteorites. These can be as large as boulders, weighing 100 kilograms or more, but the vast majority are very small. There are two kinds of (10) meteorites. Iron meteorites are composed of about 90 percent iron; stony meteorites are made up of iron, silicon, magnesium, oxygen, and other elements.

Meteorites can be identified by several distinctive features. They are denser than rocks formed on Earth and have a black crust created when their surfaces melted as they fell through the atmosphere. Some are marked by thumbprint-size depressions called (15) regmaglypts, which also result from surface melting. A meteorite whose arrival is observed and is recovered soon afterward is a ""fall"". A ""find"" is a meteorite that is discovered only after it has fallen. Whether meteorites are finds or falls, they are always named after the place where they land. Many are on display in museum collections. For example, the Nantan meteorite, a 70-kilogram rock that fell in 1516 in Nantan (20) County, Guangxi, China, is housed in the rocks and minerals area of the Oxford University Museum of Natural History.

Meteorites are an exciting source of knowledge. They provide significant clues about the structure of Earth, the beginnings of life on our planet, and the origin, age, and evolution of the solar system. Indeed, apart from the lunar rocks brought back from (25) space missions, meteorites are the only material evidence we have from the universe beyond our planet."
