exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
psy_summer_2023,1,2,19,2,paragraph_purpose,False,,3,The main purpose of the second paragraph is to -,list the social factors governing lemming migration,discuss the periodic fluctuations in lemming populations,explain why lemmings fall to their deaths,describe the migration routes of lemmings,paragraph_number,p2,5,needs_paragraph,The causal chain runs to the paragraph's last clause; earlier sentences alone mislead.,generalization,True,False,,ok,right_words_wrong_relation,'Social friction' is borrowed; migration is driven by crowding and food.,wrong_location,Population cycles are the first paragraph's material.,,,too_narrow,"Mountain passes are one step, not described as routes."
psy_summer_2023,1,2,20,3,explicit_detail,False,,2,"According to the second paragraph, the geographic features of the Arctic -",compel lemmings to migrate in search of food,give rise to situations in which lemmings panic,make the lemming population prone to overcrowding,are responsible for drastic increases in the lemming population,paragraph_number,p2,3,needs_paragraph,"Passes, entrapment and panic sit in three sentences; the adjacent migration cause is a decoy.",synthesis,True,False,,ok,right_words_wrong_relation,"'Compel to migrate' is verbatim but belongs to crowding, not geography.",,,right_words_wrong_relation,Reverses the chain: crowding precedes the geographic bottleneck.,not_stated,"Population explosions are birthrate cycles, never tied to terrain."
psy_summer_2023,1,2,21,4,explicit_detail,False,,2,"According to the last paragraph, the makers of White Wilderness -","documented an actual ""lemming suicide plunge""",forced lemmings over a cliff,disproved a popular misconception,made several films about lemmings,ordinal_position,p3,1,yes_local,The staging sentence names herding lemmings over a cliff; that is the answer.,paraphrase,True,False,,ok,contradiction,"The sequence was staged, not documented.",,,contradiction,The film popularized the misconception rather than disproving it.,not_stated,Only one film is ever mentioned.
psy_summer_2023,1,2,22,5,title,False,,1,An appropriate title for this text would be -,Lemming Suicide: Fact or Fiction?,Lemming Migration Patterns,The Mundane Life of the Lemming,Suicidal Behavior in the Wild,none,whole,99,no_locator,Requires seeing the myth-then-correction shape spanning all three paragraphs.,generalization,True,False,,ok,,,too_narrow,Migration is one mechanism inside the second paragraph.,not_stated,Nothing about ordinary lemming life is described.,overreach,Generalizes to all wild animals; only lemmings are discussed.
psy_summer_2023,2,1,13,1,main_idea,False,,4,The main purpose of the text is to -,discuss the development of Australian English,"compare Australian, Cockney, and Irish rhyming slang",present the characteristics of informal language,discuss an unusual form of slang,none,whole,99,no_locator,"Nothing to scan; the correct option is also the vaguest, which resists local checking.",generalization,True,False,,ok,overreach,Australian English generally is far wider than rhyming slang.,too_narrow,"Cockney and Irish origins occupy one sentence, with no comparison.",overreach,Informal language in general is never characterized.,,
psy_summer_2023,2,1,14,2,explicit_detail,True,line 11,4,"Which of the following is not true of the word ""shocker"" (line 11)?",It is used to refer to something bad.,"It rhymes with ""Barry Crocker"".",It is a word used in Australia.,"It is Australian slang for ""entertainer"".",line_number,p1,2,yes_local,One sentence with its parenthesis supports all four checks; the false one borrows 'entertainer'.,elimination_only,True,False,,ok,true_but_not_asked,The gloss 'a really bad game' is given in brackets.,true_but_not_asked,The rhyme with Barry Crocker is the example's whole point.,true_but_not_asked,The example is explicitly what an Australian would say.,,
psy_summer_2023,2,1,15,3,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,discuss the effect of immigration on the development of language,present two views on the origins of Australian rhyming slang,describe the manner of speaking once heard in the East End of London,compare Australian rhyming slang in the past and today,paragraph_number,p2,4,needs_paragraph,"Must notice 'It is commonly believed' answered by 'However, some people think'.",generalization,False,False,,ok,overreach,"Immigration is one supporting sentence, not a general language claim.",,,too_narrow,London's East End is a dependent clause of one sentence.,half_true,"Present-day usage is the closing pair, not the paragraph's aim."
psy_summer_2023,2,1,16,4,reference_word,False,line 20,4,"The ""circles"" referred to in line 20 would most likely include -",young people,residents of large cities,immigrants to Australia,older Australians,line_number,p2,2,yes_local,The whole answer is the 'however'; a reader who skips it takes option one or two.,inference_one_step,False,False,,ok,contradiction,Young Australians are exactly who find it old-fashioned.,contradiction,Large-city residents belong to the same rejecting group.,wrong_entity,"Immigrants are the 1800s settlers, not today's speakers.",,
psy_summer_2023,2,1,17,5,inference,False,,2,"It can be inferred from the text that in Australian rhyming slang, ""Nice bag of fruit"" most likely means -",That's a great car you have!,You're wearing a lovely suit.,What a sweet dog!,You've done a good job.,none,p1,4,no_locator,The quoted phrase is absent from the passage; only the explained rhyme rule solves it.,inference_one_step,False,False,,ok,other:rhyme_mismatch,'Car' does not rhyme with fruit; no rule supports it.,,,right_words_wrong_relation,Borrows the dog from the passage's own example sentence.,other:rhyme_mismatch,'Job' does not rhyme with fruit either.
psy_summer_2023,2,2,18,1,title,False,,2,An appropriate title for this text would be -,The Hazards of Inventing Toys,Zubbles: A Classic Toy Reinvented,How Kehoe and Sabnis Revolutionized the Toy Market,Spontaneous Fading: Water-Soluble Dyes,none,whole,99,no_locator,Needs both halves: the classic toy from paragraph one and Zubbles from the end.,generalization,True,False,,ok,too_narrow,Stains and fires are two sentences of the middle paragraph.,,,overreach,'Revolutionized the toy market' goes beyond one product launch.,too_narrow,"The dye chemistry is a means, not the text's subject."
psy_summer_2023,2,2,19,2,paragraph_purpose,False,,4,The main purpose of the first paragraph is to -,claim that bubbles are the world's favorite toy,explain why new ideas for toys lose their charm quickly,describe toys that have been available since the 1940s,introduce a new form of a favorite toy,ordinal_position,p1,4,needs_paragraph,The paragraph only reveals its purpose in its final sentence about colored bubbles.,generalization,True,False,,ok,overreach,'Constant favorite' is not a claim to be world's favorite.,right_words_wrong_relation,"The quick-charm-loss clause is background, never explained.",too_narrow,The 1940s date is one detail about one toy.,,
psy_summer_2023,2,2,20,3,vocab_in_context,False,line 8,4,"""The realization . . . undertaking"" (line 8) could be restated as -",Kehoe realized he had wasted eleven years of his life.,The solution turned out to be simple.,Kehoe accomplished his goal very quickly.,It was extremely difficult to produce colored bubbles.,line_number,p2,2,yes_local,'Proved to be no simple undertaking' plus the next sentence's disasters settle it.,paraphrase,False,False,,ok,right_words_wrong_relation,Misreads 'realization' as realizing and imports the eleven years.,contradiction,Reverses the negation in 'no simple undertaking'.,contradiction,Eleven years and repeated failures say the opposite.,,
psy_summer_2023,2,2,21,4,inference,False,line 14,3,"It can be inferred that ""a water-soluble dye that faded spontaneously"" (line 14) would -",wash out easily,horrify parents,not leave stains,not be ready to market,line_number,p2,3,needs_paragraph,Local reading of 'water-soluble' yields the decoy; the parents' stain complaint is the key.,inference_one_step,True,False,,ok,right_words_wrong_relation,Washability was already achieved; fading is the missing property.,contradiction,Such a dye would remove the very cause of parental horror.,,,contradiction,It is what finally made the product marketable.
psy_summer_2023,2,2,22,5,explicit_detail,False,,4,"According to the last paragraph, experts on dye chemistry.",Sabnis trains,Kehoe consulted with several,Kehoe could not find any,there are very few,ordinal_position,p3,1,yes_local,'One of a handful of experts in the world' answers directly in the opening sentence.,paraphrase,False,False,,ok,not_stated,Sabnis solves the problem; training others is never mentioned.,right_words_wrong_relation,"'Handful' counts world experts, not people Kehoe consulted.",contradiction,He found Sabnis and the collaboration succeeded.,,
psy_summer_2024,1,1,13,1,paragraph_purpose,False,,4,The main purpose of the first paragraph is to -,compare Paris in the 20th Century to other novels by Jules Verne,explain why Paris in the 20th Century was not published until 1989,argue that Paris in the 20th Century is Jules Verne's greatest work,discuss the publication and content of Paris in the 20th Century,paragraph_number,p1,5,needs_paragraph,Publication history and content are two halves; only both together give the purpose.,generalization,True,False,,ok,right_words_wrong_relation,"Other novels appear as examples of foresight, not comparison.",not_stated,Dates are given; the reason for the delay never is.,overreach,No ranking of Verne's works appears anywhere.,,
psy_summer_2024,1,1,14,2,explicit_detail,False,,4,"According to the first paragraph, in Paris in the 20th Century Jules Verne -",described life in Paris as he experienced it toward the end of his lifetime,tried to show readers the importance of 20th-century technological advances,introduced subjects that had not been discussed in his other novels,accurately predicted what life would be like in the 20th century,paragraph_number,p1,2,yes_local,'19th-century vision of the future' plus the foresee sentence settle it together.,paraphrase,True,False,,ok,right_words_wrong_relation,"Written 1863 about the future, not lived experience.",half_true,He described the advances; no persuasive intent is claimed here.,contradiction,Text says the same gift shows 'as in many of the works'.,,
psy_summer_2024,1,1,15,3,paragraph_purpose,False,,4,The main idea of the second paragraph is that Paris in the 20th Century -,tells the story of a young man's struggle to find happiness,should have been published many years ago,was not understood at the time it was published,presents a grim view of technological progress,paragraph_number,p2,4,needs_paragraph,Plot summary sits mid-paragraph and baits option 1; the thesis is the last sentence.,paraphrase,True,False,,ok,too_narrow,"The plot sentence, offered where the paragraph's claim was asked.",not_stated,No view on when it should have appeared is expressed.,not_stated,It was never published in his lifetime at all.,,
psy_summer_2024,1,1,16,4,paragraph_purpose,False,,2,The main purpose of the last paragraph is to -,explain why Verne thought that science could be dangerous,correct a common misconception about Verne,compare Verne's work as a writer to his work as a scientist,emphasize the wealth of detail in Verne's fiction,ordinal_position,p3,5,needs_paragraph,"'Another common misconception' opens it, but three options quote later clauses.",generalization,True,False,,ok,too_narrow,"The danger clause is one item, and no 'why' is given.",,,contradiction,The paragraph states he was not a scientist.,too_narrow,'Wealth of detail' is lifted but serves the correction.
psy_summer_2024,1,1,17,5,vocab_in_context,False,line 21,1,"In line 21, ""he had no . . . virtuous"" means that Verne -",did not believe that science was necessarily good,tried to depict technology as negatively as possible,did not fully understand all the technical details he included in his books,did not believe that his vision of the future would prove to be accurate,line_number,p3,1,yes_local,'Though he found science fascinating' in the same sentence fixes the concession.,paraphrase,True,False,,ok,,,right_words_wrong_relation,Flips 'depict as persuasively as possible' into depicting negatively.,not_stated,His grasp of the technical detail is never questioned.,wrong_location,Borrows 'vision of the future' from paragraph 1.
psy_summer_2024,1,2,18,1,main_idea,False,,3,The main purpose of the text is to discuss the -,phenomenon of animal migration,life cycle of the wildebeest,endless journey of the wildebeest,struggle for survival in east Africa,none,whole,99,no_locator,Nothing to scan; each wrong option is one true theme at the wrong scope.,generalization,True,False,,ok,overreach,Only this one migration is ever discussed.,too_narrow,Mating and calves are one clause serving the travel point.,,,half_true,"Peril is real, but the subject is the herd's journey, not the region."
psy_summer_2024,1,2,19,2,explicit_detail,True,,4,Which of the following statements about the Great Wildebeest Migration is not made in the first paragraph?,It passes through more than one country.,Its route changes very little.,It covers a great distance.,It has been taking place since ancient times.,paragraph_number,p1,3,needs_paragraph,Three claims spread over three sentences; the absent one is only visible after all.,elimination_only,False,False,,ok,true_but_not_asked,"Tanzania to Kenya, stated in lines 3-4.",true_but_not_asked,"'Following almost the same path each year', line 5.",true_but_not_asked,"'A formidable 2,900-kilometer trek', line 5.",,
psy_summer_2024,1,2,20,3,vocab_in_context,False,line 8,3,"In line 8, ""lends itself to"" is closest in meaning to -",has an effect on,must be stopped in order to,is good for,can be substituted for,line_number,p2,2,yes_local,Preceding sentence says it is well equipped to travel; the idiom follows from it.,paraphrase,False,False,,ok,other:wrong_sense,Vague causal reading that loses the suitability meaning.,other:wrong_sense,Reverses the sentence into an obstacle to travel.,,,other:wrong_sense,Takes 'lends' literally as substitution.
psy_summer_2024,1,2,21,4,explicit_detail,False,,2,"According to the last paragraph, the wildebeest migration -",has attracted a great deal of attention in recent years,contributes to the balance of nature in east Africa,is gradually decreasing in size,has never been observed from beginning to end,ordinal_position,p3,2,yes_local,'A natural equilibrium is maintained' is a direct match in one sentence.,paraphrase,True,False,,ok,right_words_wrong_relation,"'Fortunate enough to witness' is awe, not growing attention.",,,contradiction,"Text says the migration goes on, a million and a half strong.",not_stated,Nothing about observing the loop end to end.
psy_summer_2024,1,2,22,5,explicit_detail,True,,4,Which of the following statements about wildebeest is not made in the text?,They need to keep up with the herd from a very young age.,They always travel together.,They migrate in search of water and food.,They change their route to avoid predators.,none,whole,6,needs_whole_text,Negative stem with no anchor; the three true claims sit in three different paragraphs.,elimination_only,True,False,,ok,true_but_not_asked,"'Newborn calves are up and running in minutes', line 9.",true_but_not_asked,"The herd moves constantly as one mass, lines 2-3.",true_but_not_asked,"'In search of water and greener pastures', line 6.",,
psy_summer_2024,2,1,13,1,inference,False,,4,It can be inferred from the first paragraph that endoscopy is ___ than the use of X-ray or ultrasound in diagnosing gastrointestinal disorders.,less painful,less complicated,more traditional,more effective,paragraph_number,p1,2,yes_local,The whole inference rides on the word 'Even' opening the endoscopy sentence.,inference_one_step,False,False,,ok,wrong_location,"Comfort is discussed in paragraph 3, about the capsule.",not_stated,Relative complexity of the procedures is never compared.,right_words_wrong_relation,"'Traditional' labels X-ray and ultrasound, not endoscopy.",,
psy_summer_2024,2,1,14,2,reference_word,False,line 6,3,"In line 6, ""its"" refers to the -",intestine,camera,tube,procedure,line_number,p1,1,yes_local,Within the appositive: a tube with a camera on its end.,inference_one_step,True,False,,ok,wrong_entity,"The intestine is where the tube goes, not what has an end.",wrong_entity,The camera sits on the end; it does not own it.,,,wrong_entity,A procedure has no physical end.
psy_summer_2024,2,1,15,3,paragraph_purpose,False,,4,The second paragraph mentions nanotechnology because it -,is the fastest means of diagnosing gastrointestinal disorders,has become a standard medical procedure,combines a number of scientific approaches,made possible the development of capsule endoscopy,named_entity_or_term,p2,2,yes_local,Scan 'nanotechnology'; the same sentence says he applied it to revolutionize endoscopy.,paraphrase,True,False,,ok,not_stated,Speed of diagnosis is never claimed.,right_words_wrong_relation,"'Standard medical technique' names endoscopy, not nanotechnology.",not_stated,Nanotechnology is defined only as miniaturization of components.,,
psy_summer_2024,2,1,16,4,vocab_in_context,False,line 23,2,"In line 23, ""affected"" is closest in meaning to -",additional,diseased,therapeutic,medical,line_number,p3,1,yes_local,Drugs delivered directly to the spot needing treatment; one clause decides.,inference_one_step,False,False,,ok,wrong_location,'Additional' is lifted from the previous sentence.,,,wrong_location,'Therapeutic' is lifted from the end of the same sentence.,wrong_location,'Medical' is lifted from the closing 'medical miracle'.
psy_summer_2024,2,1,17,5,title,False,,2,An appropriate title for this text would be -,A Medical Miracle: Curing Gastrointestinal Diseases,Engineering Meets Medicine: Capsule Endoscopy,New Applications for Nanotechnology,Endoscopy and Other Diagnostic Procedures,none,whole,99,no_locator,Nothing to scan; must see the engineer-solves-medical-problem arc across three paragraphs.,generalization,True,False,,ok,right_words_wrong_relation,"'Medical miracle' is verbatim, but the device diagnoses, not cures.",,,too_narrow,Nanotechnology is one enabling principle in one sentence.,too_narrow,That is the setup of paragraph 1 only.
psy_summer_2024,2,2,18,1,paragraph_purpose,False,,2,The main purpose of the first paragraph is to -,present the background to Britain's conquest of the Kingdom of Benin,introduce museum artifacts that were plundered from Benin,provide an overview of Benin's artistic tradition,explain how the Benin Bronzes got their name,paragraph_number,p1,4,needs_paragraph,The invasion narrative is the vehicle; the paragraph lands on where the objects are now.,generalization,True,False,,ok,not_stated,"The invasion is stated, its background never given.",,,right_words_wrong_relation,"The object list is an inventory of loot, not an artistic survey.",too_narrow,"The name is supplied in one clause, never explained."
psy_summer_2024,2,2,19,2,paragraph_purpose,False,,1,The main purpose of the second paragraph is to -,present voices calling for the return of the Benin Bronzes,describe the work of the Legacy Restoration Trust,introduce a leading Nigerian-American artist,explain why the Benin Bronzes are a painful reminder of colonialism,paragraph_number,p2,5,needs_paragraph,"Leaders, the Trust and the artist are three instances of one claim; each baits an option.",generalization,True,False,,ok,,,too_narrow,The Trust is named in a single clause.,too_narrow,Ehikhamenor is a vehicle for the quoted demand.,right_words_wrong_relation,Lifts the opening sentence; no explanation of the pain follows.
psy_summer_2024,2,2,20,3,vocab_in_context,False,line 21,4,"""Nevertheless"" (line 21) could best be restated as -",Despite securing the restoration of the Benin Bronzes,Even though German museums hold a large number of Benin Bronzes,Although many institutions will not discuss the Benin Bronzes in their collections,Although some museums have said they are willing to give up the Benin Bronzes,line_number,p3,3,needs_paragraph,"A connector: must summarise the two sentences before it, not the clause after it.",generalization,True,False,,ok,overreach,"Restoration was an announced intention, not secured.",right_words_wrong_relation,German museums are real; the concession is their transfer agreement.,right_words_wrong_relation,"States what follows 'Nevertheless', not what it concedes.",,
psy_summer_2024,2,2,21,4,paragraph_purpose,False,,1,The main purpose of the last paragraph is to -,discuss the British Museum's position on returning the Benin Bronzes that it holds,present the British Museum's acknowledgement that the Benin Bronzes were wrongfully taken,explain how so many Benin Bronzes ended up in the British Museum,describe the British Museum's collection of Benin Bronzes,ordinal_position,p4,3,needs_paragraph,"Three sentences, three baits; the paragraph's job is the museum's stance overall.",generalization,True,False,,ok,,,too_narrow,"The 2021 statement is the closing sentence, hedged as a glimmer.",not_stated,How they reached the museum is never explained here.,too_narrow,The 900-object figure is one clause of scene-setting.
psy_summer_2024,2,2,22,5,inference,False,,1,It can be inferred from the text that one reason many museums refuse to discuss returning the Bronzes is because the objects -,are so valuable,were legally purchased from Benin,might get damaged,represent colonialism,none,whole,99,needs_whole_text,"No anchor; must assemble 'valuable objects', 'contested treasures' and the largest-collection boast.",inference_one_step,True,False,,ok,,,contradiction,"Text says they were looted, not purchased.",not_stated,Damage in transit is never raised as an argument.,wrong_entity,"That is the Nigerian objection, not a museum's motive."
psy_summer_2025,1,1,13,1,explicit_detail,True,,3,Which of the following statements about the vanilla plant cannot be understood from the first paragraph?,It has beautiful flowers.,It is used in preparing food.,It has an unpleasant smell.,It is a well-known kind of orchid.,paragraph_number,p1,4,needs_paragraph,Vanilla sentence alone is not enough; two options come from the general orchid sentences.,elimination_only,True,False,,ok,true_but_not_asked,Follows from 'lovely to look at' plus vanilla being an orchid.,true_but_not_asked,"Seeds are used in flavoring food, stated verbatim.",,,true_but_not_asked,Called one of the best-known kinds of orchids.
psy_summer_2025,1,1,14,2,paragraph_purpose,False,,1,The main purpose of the second paragraph is to -,discuss the different places where orchids grow,explain what epiphytes and lithophytes are,discuss why orchids are considered exotic,explain how to grow orchids,paragraph_number,p2,5,needs_paragraph,Every sentence names a habitat; only the full list reveals the paragraph's point.,generalization,True,False,,ok,,,too_narrow,"Two of five sentences, and they are examples of habitats.",right_words_wrong_relation,Paragraph denies orchids are exotic; never explains the belief.,right_words_wrong_relation,"Reuses 'grow' but text is about where, not how."
psy_summer_2025,1,1,15,3,vocab_in_context,False,line 6,1,"In line 6, ""exotic"" is closest in meaning to -",unusual,difficult to grow,large,very colorful,line_number,p2,1,yes_local,"Same sentence contrasts exotic with 'actually very common', fixing the sense.",inference_one_step,False,False,,ok,,,other:wrong_sense,"A connotation of exotic, but the sentence contrasts with common.",other:wrong_sense,Size is never at issue in this sentence.,other:wrong_sense,"Colorfulness is a stereotype of exotic, not the contrast here."
psy_summer_2025,1,1,16,4,paragraph_purpose,False,,1,The last paragraph is mainly about -,orchids in Chinese culture,the orchid as a symbol,Taiwan's orchid exports,the medicinal uses of orchids,ordinal_position,p3,7,needs_paragraph,Paragraph opens on exports; the 'more than just a money maker' pivot is decisive.,generalization,True,False,,ok,,,too_narrow,Symbolism is one sentence inside the culture discussion.,too_narrow,Opening two sentences only; exactly what a local reader grabs.,too_narrow,Medicine is one sentence inside the culture discussion.
psy_summer_2025,1,1,17,5,explicit_detail,True,,3,"According to the text, orchids are used in making all of the following except -",perfume,food,bark,medicine,none,whole,4,needs_whole_text,Four candidate words sit in three different paragraphs; all must be located.,elimination_only,True,False,,ok,true_but_not_asked,"Vanilla seeds are used in making perfume, line 5.",true_but_not_asked,"Seeds flavor food, line 5.",,,true_but_not_asked,"Used in traditional Chinese medicines, line 15."
psy_summer_2025,1,2,18,1,paragraph_purpose,False,,3,The main purpose of the first paragraph is to -,introduce the life and work of Erno Rubik,describe the structure of the Rubik's Cube,discuss the origins of a popular puzzle,discuss the connection between geometry and puzzles,paragraph_number,p1,5,needs_paragraph,Rubik's biography dominates the surface; the arc is how the cube came to be.,generalization,True,False,,ok,overreach,"Only the cube's genesis is given, not his life and work.",wrong_location,Structure is described in paragraph 2.,,,not_stated,Geometry is his interest; no general link to puzzles is drawn.
psy_summer_2025,1,2,19,2,paragraph_purpose,False,,2,The second paragraph mainly discusses the ___ of a Rubik's Cube.,colors and materials,appearance and manipulations,size and shape,configurations and solution,paragraph_number,p2,7,needs_paragraph,Must see that the paragraph both describes the cube and explains how it moves.,generalization,True,False,,ok,half_true,Colors are covered; materials are never mentioned.,,,too_narrow,"First sentence only, and both are said to be fixed.",too_narrow,Both appear only in the paragraph's closing sentence.
psy_summer_2025,1,2,20,3,inference,False,,4,"Based on the information in the second paragraph, a correctly solved Rubik's Cube must have -",a red square on six faces,one white corner on each face,nine squares of different colors on one face,one face with nine blue squares,paragraph_number,p2,4,needs_paragraph,"Must combine nine squares per face, six colors, and one-color-per-face goal.",synthesis,True,False,,ok,right_words_wrong_relation,"Real color and face count, impossible distribution when solved.",not_stated,Corners are never mentioned in the paragraph.,contradiction,"A solved face is all one color, not nine colors.",,
psy_summer_2025,1,2,21,4,inference,False,,1,It can be inferred from the last paragraph that the Rubik's Cube -,did not sell well in the late 1980s,was less successful in Hungary than in other countries,is very different from the Magic Cube,was manufactured with new colors in the 1990s,ordinal_position,p3,3,needs_paragraph,"Dating the slump needs the chain: early-80s boom, fad fizzled, 1990s comeback.",inference_one_step,False,False,,ok,,,contradiction,Text calls it a smash hit in Hungary.,right_words_wrong_relation,"Magic Cube is the same puzzle's original name, not another product.",not_stated,No manufacturing or color change is mentioned.
psy_summer_2025,1,2,22,5,explicit_detail,False,,4,"According to the last paragraph, timed competitions -",inspired Rubik to design new puzzles,were responsible for Rubik becoming famous,were Rubik's idea,led to renewed interest in the Rubik's Cube,named_entity_or_term,p3,1,yes_local,Scan 'timed competitions'; the same sentence says the cube made a comeback.,paraphrase,False,False,,ok,right_words_wrong_relation,Reverses order: he opened the studio before speedcubing existed.,wrong_entity,"Fame came from the early-1980s craze, not the competitions.",not_stated,Text never says who originated speedcubing.,,
psy_summer_2025,2,1,13,1,paragraph_purpose,False,,2,The main purpose of the first paragraph is to discuss ___ the Industrial Revolution.,health problems that increased after,the decrease in physical activity caused by,technologies developed during,changes in the workplace following,paragraph_number,p1,5,needs_paragraph,Three of four options name something the paragraph really mentions; only the arc decides.,generalization,True,False,,ok,too_narrow,Health problems appear only in the closing clause.,,,not_stated,No specific technologies are named or discussed.,half_true,Text says work and home; the point is declining activity.
psy_summer_2025,2,1,14,2,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,discuss the origins of the physical culture movement,describe efforts to make fitness a part of everyday life,compare physical activity in the 19th and 20th centuries,explain why the fitness industry is so profitable,paragraph_number,p2,7,needs_paragraph,"Movement, Kennedy, industry and research are one thread; the first sentence alone misleads.",generalization,True,False,,ok,too_narrow,Origins are the opening sentences; the paragraph runs to today.,,,right_words_wrong_relation,"Both centuries appear, but the paragraph narrates rather than compares.",right_words_wrong_relation,Lifts 'profitable industry'; no explanation of profitability is given.
psy_summer_2025,2,1,15,3,explicit_detail,False,,1,"According to the second paragraph, the physical culture movement -",encouraged all people to exercise regularly,was launched by President Kennedy,was based on scientific research,succeeded in improving the fitness of all Americans,paragraph_number,p2,2,needs_paragraph,Kennedy sits two sentences later and is the trap; must keep the actors apart.,paraphrase,True,False,,ok,,,wrong_entity,Kennedy's campaign came decades after the movement emerged.,right_words_wrong_relation,Borrows the closing sentence's research and attaches it to the 19th century.,overreach,"Absolute success claim, contradicted by the last paragraph."
psy_summer_2025,2,1,16,4,inference,False,,1,Which of the following statements can be inferred from the second paragraph?,People are willing to spend money to stay fit.,Exercise studios have become less popular than they were in the 1960s.,People like playing organized sports more than going to a gym.,Many people want to exercise but cannot find something they enjoy.,paragraph_number,p2,2,needs_paragraph,"The paying-customer inference sits in the two industry sentences, mid-paragraph.",inference_one_step,False,False,,ok,,,contradiction,"Paragraph describes the fitness industry rising, not declining.",right_words_wrong_relation,Both gyms and organized sports appear; the preference is invented.,wrong_location,"Barriers are in paragraph 3, and are time, not enjoyment."
psy_summer_2025,2,1,17,5,explicit_detail,True,line 22,4,"Which of the following is not an answer to the question ""Why is this so?"" (line 22)?",Because people are too busy to exercise.,Because some people do not enjoy exercising.,Because people prefer to do other things in their free time.,Because exercise does not make people healthier.,line_number,p3,5,needs_paragraph,Line 22 is only the question; the three real answers follow across the paragraph.,elimination_only,False,False,,ok,true_but_not_asked,Text says those who want to exercise may lack time.,true_but_not_asked,Text says some are simply uninterested.,true_but_not_asked,Text says leisure time goes to screens.,,
psy_summer_2025,2,2,18,1,paragraph_purpose,False,,4,The main purpose of the first paragraph is to -,discuss the benefits of reading to children,present some world-famous book lovers,discuss the rewards of reading,introduce a book meant to encourage children to read,paragraph_number,p1,4,needs_paragraph,Must separate what the book is about from what this paragraph does.,generalization,True,False,,ok,right_words_wrong_relation,Confuses the book's subject with the paragraph's job.,too_narrow,"Contributors are one sentence, and 'world-famous' overstates 'accomplished'.",wrong_location,"Rewards of reading are Solnit's letter, paragraph 2.",,
psy_summer_2025,2,2,19,2,paragraph_purpose,False,,4,"In the second paragraph, Solnit -",suggests that books should be selected carefully,discusses the relationship between a book's architecture and its contents,describes her favorite books,describes the benefits that reading can provide,paragraph_number,p2,11,needs_paragraph,A list of metaphors; only the accumulated list shows they are all benefits.,generalization,False,False,,ok,not_stated,No advice about choosing books appears anywhere.,right_words_wrong_relation,Lifts 'architecture' from line 10; the point is the contrast.,not_stated,"'Some books' are kinds, not her personal favorites.",,
psy_summer_2025,2,2,20,3,explicit_detail,True,,3,"In the second paragraph, Solnit compares books to all of the following except -",toolkits,parties,friends,journeys,paragraph_number,p2,11,needs_paragraph,"'Friends' appears verbatim; only the full sentence shows books are the party, not the friends.",elimination_only,True,False,,ok,true_but_not_asked,"'Some books are toolkits', line 12.",true_but_not_asked,"'Some are parties to which you are invited', line 15.",,,true_but_not_asked,"'Some long books are journeys', line 18."
psy_summer_2025,2,2,21,4,paragraph_purpose,False,,1,The main purpose of the last paragraph is to -,discuss the role that books played in Solnit's childhood,explore a less positive aspect of reading,discuss Solnit's difficult experiences as a child,show how books teach children to love,ordinal_position,p3,6,needs_paragraph,Metaphor-dense paragraph; the unhappy-childhood clause invites the wrong option.,generalization,True,False,,ok,,,contradiction,Paragraph is uniformly positive about what books gave her.,too_narrow,"'Unhappy circumstances' is one clause, never elaborated.",right_words_wrong_relation,Reverses 'in love with books' into books teaching love.
psy_summer_2025,2,2,22,5,reference_word,False,line 23,4,"""There"" (line 23) refers to Solnit's -",humanity,childhood,childhood home,tower,line_number,p3,2,yes_local,Immediately preceding clause names the tower; nothing else is a place.,inference_one_step,True,False,,ok,wrong_entity,"Humanity is an abstraction from a later clause, not a place.",wrong_entity,Childhood is a time; 'There' demands a location.,not_stated,No childhood home is mentioned in the letter.,,
psy_winter_2021,1,1,13,1,title,False,,2,An appropriate title for this text would be -,How to Overcome Stereotypes in Education,Smart or Hardworking? How Girls View Themselves,"Trying Really, Really Hard: The Key to Success in Childhood",The Close Link between Gender and Ability,none,whole,99,no_locator,Nothing to scan for; must weigh whole text about girls' self-view of smartness,generalization,True,False,,ok,not_stated,Text never explains how to overcome stereotypes; only hopes interventions emerge,,,right_words_wrong_relation,Lifts quoted phrase from line 13; text never calls effort the key to success,right_words_wrong_relation,Turns a perceived belief about gender and ability into a real link
psy_winter_2021,1,1,14,2,explicit_detail,False,,2,"According to the first paragraph, many girls -",have more natural ability than boys,believe that their success in school is a result of effort,question the views of their parents and teachers,believe that brilliance is more important than hard work,paragraph_number,p1,2,yes_local,Find 'many girls also share this view'; must resolve 'this view' to previous sentence,paraphrase,True,False,,ok,contradiction,"Text attributes natural ability to boys in the stereotype, not girls",,,contradiction,Girls share the adults' view rather than questioning it,right_words_wrong_relation,Reuses brilliance/hard work; no claim about which matters more
