exam,year,chapter,position,stem,opt1,opt2,opt3,opt4,official_key,stem_wc,correct_wc,ratio,rank_of_correct,correct_strictly_longest,correct_strictly_shortest,parity_deficit,conn_stem,conn_correct,quant_stem,commas,proper_nouns,hard_stem,hard_list,is_quote,correct_max_overlap,overlap_correct,overlap_max,mech_R,prox_P,g_list,clause_count,notes
winter2023,2023,2,11,Pizza recipes were excluded from late 19th-century Italian cookbooks out of disdain for a dish associated with the working class.,"Once eaten mainly by working-class Italians, pizza became more popular after it was included in several late 19th-century cookbooks.","Although pizza was originally a simple dish prepared by busy, working-class Italians, more complicated variations of it were introduced in some late 19th- century cookbooks.","Pizza, a dish eaten mostly by the working class, was considered unworthy of being included in Italian cookbooks of the late 19th century.","Pizza, a food long popular with the working class, did not appear in Italian cookbooks until the late 19th century.",3,20,23,1.15,2,False,False,3.7,0,0,0,0,1,3,th-century;cookbooks;associated,False,False,7,7,"d1:R2,P1;d2:R2R3,P1;d4:R9R2,P3",,"2,3,6",1,
winter2023,2023,2,12,Few West European countries can claim France's linguistic diversity.,"Unlike some other West European countries, France has worked hard to preserve its linguistic traditions.",French is the second language of many West European countries.,French has been deeply influenced by the languages of other West European countries.,More languages are spoken in France than in most other West European countries. )‫,4,9,14,1.56,2,False,False,4.0,0,0,1,0,3,2,countries;linguistic,False,False,3,4,"d1:R7,P1;d2:R6,P1;d3:R6,P1",,"6,8,9",1,
winter2024,2024,1,9,Gold is virtually indestructible.,Gold is extremely difficult to find.,Gold almost never loses its value.,Gold is the most desirable metal.,Gold is nearly impossible to destroy.,4,4,6,1.5,1,False,False,0.0,0,0,1,0,0,1,indestructible,False,False,1,1,"d1:R7,P2;d2:R7,P2;d3:R7R1,P1",,"1,6",1,
winter2024,2024,1,10,World War II provided tremendous impetus for U.S. industries.,World War II changed the infrastructure of U.S. industries.,World War II presented unique challenges to U.S. industries.,U.S. industries were adapted to meet the military's needs in World War II.,U.S. industries were significantly boosted by World War II.,4,9,9,1.0,2,False,False,1.3,0,0,1,0,3,1,industries,False,False,2,2,"d1:R7,P2;d2:R7,P2;d3:R3R7,P2",,"1,2,4,6",1,
winter2024,2024,1,11,British historian John Anthony Crook is of the opinion that the high repute of Roman emperor Marcus Aurelius is misplaced.,Crook has expressed contradictory views of Marcus Aurelius' role in history.,Crook argues that Marcus Aurelius is one of the most misunderstood individuals in history.,"According to Crook, Marcus Aurelius is not deserving of his renown.",Crook argues that Marcus Aurelius has not been given the attention fitting for a figure of his stature.,3,20,11,0.55,3,False,False,3.3,0,0,0,0,6,1,misplaced,False,False,3,4,"d1:R7,P1;d2:R7,P2;d4:R2,P3",,"1,6,7",2,
winter2024,2024,1,12,The Opium Wars were precipitated by China's efforts to suppress the opium trade.,The Opium Wars broke out as a result of China's efforts to regulate the opium trade.,"China emerged victorious from the Opium Wars, thereby securing its domination of the opium trade.",China's strict control of the opium trade was undermined by the Opium Wars.,China's attempts to halt the opium trade were the catalyst for the Opium Wars. )‫,4,13,15,1.15,2,False,False,2.3,0,0,0,0,3,1,precipitated,False,False,5,5,"d1:R1,P3;d2:R3R2,P1;d3:R2,P2",,"1,4,6,9",1,
winter2024,2024,2,9,"By 2000 B.C.E., Akkadian had largely supplanted Sumerian as the spoken language of southern Mesopotamia.","From 2000 B.C.E. onward, Akkadian was no longer spoken in southern Mesopotamia, having been replaced by Sumerian.","By 2000 B.C.E., the majority of people in southern Mesopotamia were speaking Akkadian rather than Sumerian.","By 2000 B.C.E., people in southern Mesopotamia were speaking Akkadian as well as Sumerian.","Until 2000 B.C.E., both Akkadian and Sumerian were the spoken languages of southern Mesopotamia.",2,15,16,1.07,2,False,False,1.7,0,1,0,1,4,1,supplanted,False,False,4,5,"d1:R6,P3;d3:R1,P2;d4:R9R1,P2",,"6,8,9",1,
winter2024,2024,2,10,Even the minority who regretted the demise of the Austro-Hungarian Empire realized it had been inevitable.,It is shocking that the collapse of the Austro-Hungarian Empire was brought about by such a small group of people.,A complex set of circumstances that no one could have predicted led to the demise of the Austro-Hungarian Empire.,The disintegration of the Austro-Hungarian Empire was so gradual that it had very little impact on most people's lives.,"The fall of the Austro-Hungarian Empire surprised no one, but only a few were displeased when it actually happened.",4,16,19,1.19,2,False,False,0.3,0,2,0,0,2,1,regretted,False,False,2,3,"d1:R6,P1;d2:R2,P2;d3:R3R7,P1",,"3,6,7,8",3,
winter2024,2024,2,11,The 2020 Mastercard Index of Women Entrepreneurs ranked Ghana as a global leader in the advancement of women-owned businesses.,Ghana was listed in the 2020 Mastercard Index of Women Entrepreneurs as one of the countries most supportive of women-owned businesses.,"According to the 2020 Mastercard Index of Women Entrepreneurs, companies owned by women are particularly successful in Ghana.","In Ghana, women have made impressive gains in every aspect of the business sector, according to the 2020 Mastercard Index of Women Entrepreneurs.",The 2020 Mastercard Index of Women Entrepreneurs recognized Ghana's efforts to eliminate discrimination against businesses owned by women.,1,19,21,1.11,2,False,False,2.7,0,0,0,0,5,3,advancement;women-owned;businesses,False,True,7,7,"d2:R6,P2;d3:R1R6,P2;d4:R7,P2",,"1,2,4,6",1,
winter2024,2024,2,12,Beware of all enterprises that require new clothes. (Henry David Thoreau),New clothes do not necessarily make a new man.,Promising enterprises usually involve risks.,Transforming one's appearance requires courage.,Undertakings that require one to change should be avoided. )‫,4,8,10,1.25,1,True,False,3.0,0,0,1,0,0,1,enterprises,True,True,2,2,"d1:R6,P1;d2:R7,P2;d3:R7,P1",,"1,2,6",2,
winter2025,2025,1,9,The pace of construction in Tokyo is dizzying.,Tokyo is one of the busiest cities in the world.,Tokyo is being built up extremely rapidly.,Tokyo is at the forefront of innovative construction techniques.,Tokyo is encouraging the development of new industries.,2,8,7,0.88,4,False,True,2.0,0,0,1,0,1,0,,False,False,1,2,"d1:R7,P2;d3:R7,P2;d4:R7R3,P1",,"2,6,9",1,
winter2025,2025,1,10,Age-related bias in the workplace is regrettably more prevalent than ever.,"Increasingly, employers are being pressured to hire people of all ages.","Unfortunately, the practice of discriminating against workers on the basis of age is more widespread than it once was.","Surprisingly, the most common form of prejudice in the workplace is age related.","As people age, they generally have more difficulty finding work.",2,11,19,1.73,1,True,False,4.3,0,1,0,0,0,3,age-related;regrettably;prevalent,False,True,2,2,"d1:R6,P2;d3:R7R1,P2;d4:R5,P2",,"1,6,9",1,
winter2025,2025,1,11,Noah Webster's widely lauded American English dictionaries represent but a fraction of his scholarly corpus.,Webster's groundbreaking American English dictionaries were but the first in a long line of highly regarded scholarly works.,Webster had a vast number of other scholarly accomplishments to his name besides his celebrated American English dictionaries.,The impact of Webster's American English dictionaries was overshadowed by his far-reaching influence in other scholarly fields.,"Faced with the immense task of preparing his American English dictionaries, Webster was compelled to set aside his many other scholarly projects.",2,15,18,1.2,2,False,False,2.3,1,0,0,0,3,2,dictionaries;represent,False,False,4,5,"d1:R9,P3;d3:R1,P2;d4:R2,P2",,"1,6,8",1,
winter2025,2025,1,12,"Having joined NATO in March 2004, the Baltic states promptly acceded to the European Union (EU), a sequence of events that infuriated Russian President Vladimir Putin.","The Baltic states' relationship with Putin, already strained when they joined the EU, completely collapsed when they applied to NATO in 2004.","The Baltic states were hesitant to become part of NATO and the EU in 2004, knowing that this would provoke Putin.","In defiance of Putin's protestations, the Baltic states initiated membership negotiations with the EU shortly after they had been accepted into NATO in 2004.",Putin was outraged when the Baltic states were admitted to the EU on the heels of becoming members of NATO in 2004. )‫,4,26,23,0.88,2,False,False,2.0,0,1,0,2,10,1,infuriated,False,False,4,5,"d1:R9,P2;d2:R3,P1;d3:R7R3,P2",,"1,3,4,6",3,
winter2025,2025,2,9,"Archaeologists unearthed a trove of 4,600-year-old Egyptian papyri in 2013.","A collection of valuable Egyptian papyri from 4,600 years ago was discovered by archaeologists in 2013.","Archaeologists have confirmed that the well-preserved papyri found in Egypt in 2013 are 4,600 years old.","In 2013, archaeologists finally succeeded in interpreting several 4,600-year-old Egyptian papyri.","Archaeologists have determined that the 4,600-year-old papyri unearthed in 2013 originated in Egypt.",1,10,16,1.6,1,False,False,4.0,0,0,0,1,1,3,archaeologists;unearthed;-year-old,False,False,3,4,"d2:R6,P2;d3:R7,P2;d4:R6,P2",,"1,2,6",1,
winter2025,2025,2,10,Idleness is not always indicative of apathy.,Inaction is not necessarily a sign of indifference.,Indecisiveness should not be mistaken for incompetence.,Timidness is no excuse for laziness.,Being inconsiderate is never justifiable.,1,7,8,1.14,1,True,False,2.0,0,0,1,0,0,1,indicative,False,False,0,0,"d2:R7,P2;d3:R7,P1;d4:R7R1,P1",,"1,8",1,
winter2025,2025,2,11,The contentious debate over genetic engineering is fueled by irreconcilable perspectives on its potential uses and abuses.,The principles and practices of genetic engineering are constantly being refined in response to objections to this revolutionary technology.,Opinions on how best to exploit the capabilities of genetic engineering range from the conservative to the radical.,Mutually exclusive viewpoints on the advantages and dangers of genetic engineering have given rise to heated disagreement.,"Thanks to a relentless public relations campaign, former detractors of genetic engineering are gradually becoming advocates.",3,17,17,1.0,3,False,False,2.0,0,0,1,0,0,1,irreconcilable,False,False,2,2,"d1:R3R7,P1;d2:R5R7,P2;d4:R2,P1",,"1,4,6,9",1,
winter2025,2025,2,12,Early Mesoamerican villages appear to have been politically autonomous and to have had an egalitarian social order.,"It is believed that in early Mesoamerican villages, positions of authority were reserved for those of high social standing.",The political and social hierarchy of early Mesoamerican villages was apparently quite rigid.,The claim that early Mesoamerican villages had highly complex political and social systems has not been substantiated.,There is some evidence that early Mesoamerican villages were characterized by social equality and self-governance. )‫,4,17,16,0.94,3,False,False,4.3,0,0,0,0,1,3,politically;autonomous;egalitarian,False,False,4,5,"d1:R2,P2;d2:R2,P2;d3:R7R2,P2",,"1,3,6,9",1,
