word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
clench,clench,0,,off~C2,2.91,1,1,0,0,1,1,5
glaze,glaze,0,,off~C2,3.34,1,0,0,0,1,1,5
expire,expire,0,,C1,3.81,1,0,0,0,1,1,5
confide,confide,0,,off~C2,2.98,1,0,0,0,1,1,5
substitution,substitution,0,,C1,3.41,1,0,0,0,1,1,5
narrowly,narrowly,0,,off~C1+,3.65,1,0,0,0,1,1,5
honestly,honestly,0,,off~B2,4.69,1,0,0,0,1,1,5
hub,hub,0,,off~C1,4.08,1,1,0,0,1,1,5
retaliate,retaliate,0,,off~C2,3.1,1,0,0,0,1,1,5
coherence,coherence,0,,off~C2,3.09,1,0,0,0,1,1,5
prune,prune,0,,off~C2,2.96,1,0,0,0,1,1,5
fantasize,fantasize,0,,off~C2,2.82,1,0,0,0,1,1,5
uprising,uprising,0,,off~C1+,3.74,1,1,0,0,1,1,5
supervise,supervise,0,,C1,3.32,1,0,0,0,1,1,5
swear,swear,0,,B2,4.51,1,0,0,0,1,1,5
undo,undo,0,,off~C1+,3.57,1,0,0,0,1,1,5
placid,placid,0,,off~C2,3.01,1,0,0,0,1,1,5
idle,idle,0,,off~C1+,3.7,1,0,0,0,1,1,5
amiable,amiable,0,,off~C2,2.84,1,0,0,0,1,1,5
deprive,deprive,0,,C1,3.69,1,0,0,0,1,1,5
protrude,protrude,0,,off~C2,2.49,1,0,0,0,1,1,5
wrongly,wrongly,0,,off~C2,3.46,1,1,0,0,1,1,5
subsidize,subsidize,0,,off~C2,2.93,1,1,0,0,1,1,5
bait,bait,0,,off~C1+,3.85,1,0,0,0,1,1,5
shear,shear,0,,off~C2,3.4,1,1,0,0,1,1,5
precedent,precedent,0,,C1,3.78,1,0,0,0,1,1,5
portfolio,portfolio,0,,C1,4.15,1,0,0,0,1,1,5
repressive,repressive,0,,off~C2,3.08,1,1,0,0,1,1,5
heighten,heighten,0,,C1,3.47,1,0,0,0,1,1,5
tasteful,tasteful,0,,off~C2,3.0,1,0,0,0,1,1,5
straighten,straighten,0,,off~C2,3.27,1,0,0,0,1,1,5
reciprocal,reciprocal,0,,off~C2,3.22,1,0,0,0,1,1,5
reconstructive,reconstructive,0,,off~C2,2.85,1,1,0,0,1,1,5
retroactively,retroactively,0,,off~C2,2.94,1,0,0,0,1,1,5
disproportionately,disproportionately,0,,off~C2,3.3,1,1,0,0,1,1,5
residually,residually,0,,off~C2,1.08,1,0,0,0,1,1,5
pardon,pardon,0,,off~C1+,3.82,1,0,0,0,1,1,5
fluid,fluid,0,,C1,4.22,1,0,0,0,1,1,5
competence,competence,0,,C1,3.58,1,0,0,0,1,1,5
slay,slay,0,,off~C1+,3.54,1,1,0,0,1,1,5
wring,wring,0,,off~C2,2.75,1,0,0,0,1,1,5
inversion,inversion,0,,off~C2,3.26,1,0,0,0,1,1,5
abstention,abstention,0,,off~C2,2.51,1,0,0,0,1,1,5
discretion,discretion,0,,C1,3.9,1,0,0,0,1,1,5
tighten,tighten,0,,C1,3.51,1,0,0,0,1,1,5
unit,unit,0,,A2,4.95,1,1,0,0,1,1,5
epoch,epoch,0,,off~C2,3.19,1,1,0,0,1,1,5
summit,summit,0,,C1,4.3,1,0,0,0,1,1,5
nucleus,nucleus,0,,off~C1+,3.59,1,0,0,0,1,1,5
paternal,paternal,0,,off~C2,3.26,1,0,0,0,1,1,5
diagonal,diagonal,0,,off~C2,3.36,1,0,0,0,1,1,5
adjourn,adjourn,0,,off~C2,2.71,1,0,0,0,1,1,5
grab,grab,0,,B2,4.52,1,0,0,0,1,1,5
fallout,fallout,0,,off~C1+,3.69,1,0,0,0,1,1,5
overpay,overpay,0,,off~C2,2.9,1,0,0,0,1,1,5
overjoyed,overjoy,0,,off~C2,2.97,1,0,0,0,1,1,5
inherent,inherent,0,,C1,3.83,1,0,0,0,1,1,5
eternal,eternal,0,,C1,4.11,1,0,0,0,1,1,5
amicable,amicable,0,,off~C2,2.97,1,1,0,0,1,1,5
lodge,lodge,0,,off~C1,4.08,1,0,0,0,1,1,5
instructive,instructive,0,,off~C2,2.98,1,0,0,0,1,1,5
apparatus,apparatus,0,,C1,3.78,1,0,0,0,1,1,5
skeleton,skeleton,0,,off~C1+,3.8,1,0,0,0,1,1,5
mentor,mentor,0,,C1,3.93,1,0,0,0,1,1,5
orator,orator,0,,off~C2,2.9,1,1,0,0,1,1,5
notify,notify,0,,C1,3.83,1,0,0,0,1,1,5
catalogue,catalogue,0,,C1,3.91,1,1,0,0,1,1,5
superstitious,superstitious,0,,off~C2,3.14,1,0,0,0,1,1,5
critique,critique,0,,C1,3.83,1,0,0,0,1,1,5
argumentative,argumentative,0,,off~C2,2.89,1,0,0,0,1,1,5
defender,defender,0,,B2,4.11,1,0,0,0,1,1,5
unorthodox,unorthodox,0,,off~C2,3.16,1,0,0,0,1,1,5
commuter,commuter,0,,off~C2,3.44,1,0,0,0,1,1,5
collaborator,collaborator,0,,off~C2,3.32,1,0,0,0,1,1,5
engulf,engulf,0,,off~C2,3.07,1,0,0,0,1,1,5
flap,flap,0,,off~C2,3.49,1,1,0,0,1,1,5
pad,pad,0,,C1,4.01,1,0,0,0,1,1,5
evenly,evenly,0,,off~C1+,3.65,1,1,0,0,1,1,5
mildly,mildly,0,,off~C2,3.43,1,0,0,0,1,1,5
janitor,janitor,0,,off~C2,3.2,1,0,0,0,1,1,5
captor,captor,0,,off~C2,2.95,1,0,0,0,1,1,5
revoke,revoke,0,,off~C2,3.49,1,1,0,0,1,1,5
negligence,negligence,0,,off~C1+,3.65,1,0,0,0,1,1,5
decadence,decadence,0,,off~C2,2.86,1,0,0,0,1,1,5
lenience,lenience,0,,off~C2,1.66,1,0,0,0,1,1,5
pale,pale,0,,B1,4.08,1,0,0,0,1,1,5
prestige,prestige,0,,off~C1+,3.75,1,0,0,0,1,1,5
abolition,abolition,0,,off~C1+,3.51,1,1,0,0,1,1,5
deluge,deluge,0,,off~C2,3.05,1,0,0,0,1,1,5
caption,caption,0,,off~C1+,3.72,1,1,0,0,1,1,5
neutralise,neutralise,0,,off~C2,2.43,1,0,0,0,1,1,5
extort,extort,0,,off~C2,2.82,1,0,0,0,1,1,5
retractable,retractable,0,,off~C2,2.94,1,0,0,0,1,1,5
susceptible,susceptible,0,,off~C1+,3.67,1,0,0,0,1,1,5
commendable,commendable,0,,off~C2,3.07,1,0,0,0,1,1,5
compliant,compliant,0,,off~C2,3.42,1,0,0,0,1,1,5
explicit,explicit,0,,C1,3.96,1,0,0,0,1,1,5
allegiance,allegiance,0,,off~C1+,3.69,1,1,0,0,1,1,5
dismantle,dismantle,0,,off~C2,3.31,1,1,0,0,1,1,5
delineate,delineate,0,,off~C2,2.72,1,0,0,0,1,1,5
civilized,civilized,0,,off~C1+,3.52,1,0,0,0,1,1,5
hostage,hostage,0,,C1,3.9,1,0,0,0,1,1,5
cling,cling,0,,C1,3.49,1,0,0,0,1,1,5
grin,grin,0,,C1,3.59,1,0,0,0,1,1,5
longitude,longitude,0,,off~C2,3.26,1,0,0,0,1,1,5
inquire,inquire,0,,off~C2,3.38,1,0,0,0,1,1,5
filthy,filthy,0,,off~C1+,3.8,1,0,0,0,1,1,5
underscore,underscore,0,,off~C2,2.97,1,0,0,0,1,1,5
overload,overload,0,,off~C2,3.5,1,0,0,0,1,1,5
utmost,utmost,0,,off~C1+,3.61,1,0,0,0,1,1,5
emphatic,emphatic,0,,off~C2,3.09,1,0,0,0,1,1,5
rustic,rustic,0,,off~C2,3.37,1,0,0,0,1,1,5
guilt,guilt,0,,C1,4.13,1,0,0,0,1,1,5
sane,sane,0,,off~C1+,3.67,1,0,0,0,1,1,5
avert,avert,0,,off~C2,3.14,1,0,0,0,1,1,5
seduction,seduction,0,,off~C2,3.22,1,0,0,0,1,1,5
confer,confer,0,,C1,3.19,1,0,0,0,1,1,5
coarse,coarse,0,,off~C2,3.41,1,0,0,0,1,1,5
bulky,bulky,0,,off~C2,3.3,1,0,0,0,1,1,5
invisibly,invisibly,0,,off~C2,2.26,1,0,0,0,1,1,5
indignantly,indignantly,0,,off~C2,2.14,1,0,0,0,1,1,5
foolish,foolish,0,,off~C1+,3.89,1,0,0,0,1,1,5
lethargic,lethargic,0,,off~C2,2.78,1,0,0,0,1,1,5
swift,swift,0,,off~C1,4.15,1,0,0,0,1,1,5
calmly,calmly,0,,off~C1+,3.56,1,0,0,0,1,1,5
broadly,broadly,0,,B2,3.82,1,0,0,0,1,1,5
overcast,overcast,0,,off~C2,3.05,1,0,0,0,1,1,5
applicable,applicable,0,,C1,4.13,1,0,0,0,1,1,5
lament,lament,0,,off~C2,3.25,1,0,0,0,1,1,5
reproach,reproach,0,,off~C2,2.94,1,0,0,0,1,1,5
recoup,recoup,0,,off~C2,2.98,1,0,0,0,1,1,5
impersonate,impersonate,0,,off~C2,2.75,1,0,0,0,1,1,5
hurry,hurry,0,,B1,4.14,1,0,0,0,1,1,5
kindly,kindly,0,,off~C1,4.0,1,0,0,0,1,1,5
boldly,boldly,0,,off~C2,3.28,1,0,0,0,1,1,5
plainly,plainly,0,,off~C2,3.38,1,0,0,0,1,1,5
fleeting,fleeting,0,,off~C2,3.32,1,0,0,0,1,1,5
fume,fume,0,,off~C2,3.34,1,0,0,0,1,1,5
complimentary,complimentary,0,,off~C2,3.35,1,0,0,0,1,1,5
blissful,blissful,0,,off~C2,3.0,1,0,0,0,1,1,5
mournful,mournful,0,,off~C2,2.73,1,0,0,0,1,1,5
humid,humid,0,,off~C2,3.5,1,0,0,0,1,1,5
obstruction,obstruction,0,,off~C1+,3.55,1,0,0,0,1,1,5
condone,condone,0,,off~C2,3.17,1,0,0,0,1,1,5
narration,narration,0,,off~C2,3.32,1,0,0,0,1,1,5
compulsory,compulsory,0,,B2,3.7,1,0,0,0,1,1,5
ambiguous,ambiguous,0,,off~C1+,3.57,1,0,0,0,1,1,5
matriarch,matriarch,0,,off~C2,2.71,1,0,0,0,1,1,5
wavelength,wavelength,0,,off~C2,3.45,1,0,0,0,1,1,5
wasteland,wasteland,0,,off~C2,3.19,1,0,0,0,1,1,5
obnoxious,obnoxious,0,,off~C2,3.38,1,0,0,0,1,1,5
scrupulous,scrupulous,0,,off~C2,2.57,1,0,0,0,1,1,5
divisive,divisive,0,,off~C2,3.34,1,0,0,0,1,1,5
punitive,punitive,0,,off~C2,3.39,1,0,0,0,1,1,5
peninsula,peninsula,0,,off~C1,4.03,1,0,0,0,1,1,5
repertoire,repertoire,0,,off~C2,3.43,1,0,0,0,1,1,5
cornerstone,cornerstone,0,,off~C2,3.39,1,0,0,0,1,1,5
pathway,pathway,0,,C1,3.77,1,0,0,0,1,1,5
fray,fray,0,,off~C2,3.28,1,0,0,0,1,1,5
ajar,ajar,0,,off~C2,2.57,1,0,0,0,1,1,5
ablaze,ablaze,0,,off~C2,2.93,1,0,0,0,1,1,5
depart,depart,0,,B2,3.78,1,0,0,0,1,1,5
intercede,intercede,0,,off~C2,2.56,1,0,0,0,1,1,5
indisposed,indispose,0,,off~C2,2.3,1,0,0,0,1,1,5
untamed,untamed,0,,off~C2,2.75,1,1,0,0,1,1,5
inflame,inflame,0,,off~C2,3.14,1,0,0,0,1,1,5
people,people,0,,A1,6.25,0,0,60,14,60,625,446
use,use,0,,A1,5.81,0,0,44,15,59,494,386
work,work,0,,A1,5.96,0,0,56,3,60,385,354
world,world,0,,A1,5.89,0,0,43,2,57,275,278
country,country,0,,A1,5.48,0,0,38,0,56,272,266
text,text,0,,A1,5.01,0,0,38,60,60,366,257
life,life,0,,A1,5.89,0,0,36,1,55,228,245
century,century,0,,A1,5.02,0,0,36,6,53,252,239
last,last,0,,A1,5.86,0,0,21,58,60,249,233
study,study,0,,A1,5.26,0,0,35,5,54,227,228
great,great,0,,A1,5.88,0,0,41,2,54,152,220
different,different,0,,A1,5.59,0,0,20,8,56,178,209
believe,believe,0,,A1,5.51,0,0,26,11,54,155,208
appropriate,appropriate,0,,B2,4.67,0,0,37,40,54,146,202
main,main,0,,A1,5.24,0,0,12,59,59,342,189
new,new,0,,A1,6.25,0,0,15,1,53,187,181
animal,animal,0,,A1,4.84,0,0,18,3,44,185,181
write,write,0,,A1,5.09,0,0,29,1,45,139,176
like,like,0,,A1,6.41,0,0,21,3,55,135,175
ancient,ancient,0,,A2,4.68,0,0,22,1,43,156,170
purpose,purpose,0,,A2,4.88,0,0,8,59,59,316,169
scientist,scientist,0,,A1,4.5,0,0,23,2,47,160,167
way,way,0,,A1,6.01,0,0,21,4,52,144,162
today,today,0,,A1,5.55,0,0,20,3,52,149,161
line,line,0,,A1,5.49,0,0,3,60,60,277,160
water,water,0,,A1,5.52,0,0,12,2,48,167,160
child,child,0,,A1,5.47,0,0,16,2,46,190,158
important,important,0,,A1,5.44,0,0,16,3,43,103,157
name,name,0,,A1,5.61,0,0,15,3,45,185,154
city,city,0,,A1,5.61,0,0,20,1,45,122,154
number,number,0,,A1,5.62,0,0,21,3,45,133,153
present,present,0,,A1,5.18,0,0,7,10,54,130,151
part,part,0,,A1,5.78,0,0,22,2,46,118,151
choose,choose,0,,A1,4.91,0,0,38,0,46,101,149
food,food,0,,A1,5.4,0,0,16,2,42,155,148
art,art,0,,A1,5.29,0,0,28,1,40,146,147
book,book,0,,A1,5.43,0,0,14,5,43,184,146
create,create,0,,A1,5.05,0,0,19,2,50,115,144
high,high,0,,A1,5.75,0,0,27,1,43,105,142
order,order,0,,A1,5.49,0,0,24,7,42,84,141
early,early,0,,A1,5.43,0,0,14,3,45,104,141
history,history,0,,A1,5.39,0,0,11,0,46,106,138
common,common,0,,A1,5.2,0,0,19,2,42,81,136
day,day,0,,A1,5.95,0,0,17,3,45,116,135
increase,increase,0,,A2,5.08,0,0,20,2,39,92,135
age,age,0,,A1,5.32,0,0,21,2,39,116,134
produce,produce,0,,A2,4.87,0,0,21,1,45,107,133
research,research,1,research,A2,5.39,0,0,22,1,38,100,133
type,type,0,,A1,5.27,0,0,14,1,45,83,129
mean,mean,0,,A1,5.53,0,0,4,31,45,84,126
influence,influence,1,influence,B1,4.78,0,0,23,1,39,74,126
lead,lead,0,,A2,5.2,0,0,19,0,47,80,125
author,author,1,author,A2,4.95,0,0,13,15,41,81,123
person,person,0,,A1,5.55,0,0,14,7,42,93,123
title,title,0,,A1,5.1,0,0,4,48,52,98,122
idea,idea,0,,A1,5.36,0,0,9,12,37,81,120
old,old,0,,A1,5.75,0,0,15,2,42,96,120
result,result,0,,A1,5.23,0,0,14,6,44,96,118
difficult,difficult,0,,A1,5.07,0,0,16,0,38,68,118
population,population,0,,A2,5.01,0,0,22,1,29,72,115
problem,problem,0,,A1,5.4,0,0,15,0,35,81,114
government,government,0,,A2,5.57,0,0,15,0,34,90,114
artist,artist,0,,A1,4.8,0,0,21,1,33,98,113
late,late,0,,A1,5.49,0,0,11,0,49,110,112
famous,famous,0,,A1,4.84,0,0,12,0,36,74,111
eat,eat,0,,A1,5.13,0,0,13,2,37,93,108
woman,woman,0,,A1,5.57,0,0,17,2,29,152,107
system,system,0,,A2,5.56,0,0,11,1,34,110,106
public,public,0,,A2,5.57,0,0,15,1,33,79,104
learn,learn,0,,A1,5.17,0,0,13,2,36,82,103
appear,appear,0,,A2,4.85,0,0,14,2,35,65,102
effect,effect,0,,A2,5.02,0,0,13,2,36,69,102
disease,disease,0,,A2,4.9,0,0,11,1,33,95,101
build,build,0,,A1,5.07,0,0,11,1,34,69,100
plant,plant,0,,A1,4.89,0,0,10,1,33,84,100
modern,modern,0,,A1,5.07,0,0,14,1,31,71,100
money,money,0,,A1,5.64,0,0,5,2,38,83,98
language,language,0,,A1,5.1,0,0,12,1,33,115,97
think,think,0,,A1,6.08,0,0,13,4,35,57,97
writing,writing,0,,A1,5.07,0,0,12,1,35,74,97
develope,develope,0,,off~B2,4.95,0,0,14,1,34,59,96
man,man,0,,A1,5.82,0,0,9,1,37,97,95
example,example,0,,A1,5.27,0,0,3,8,47,90,95
strong,strong,0,,A1,5.22,0,0,14,0,32,52,94
mainly,mainly,0,,B1,4.6,0,0,6,26,37,56,94
read,read,0,,A1,5.54,0,0,10,0,31,89,93
political,political,0,,B1,5.29,0,0,20,0,27,61,93
role,role,0,,A2,5.16,0,0,17,1,30,45,91
affect,affect,0,,A2,4.64,0,0,13,1,40,59,90
area,area,0,,A1,5.46,0,0,11,0,37,61,90
body,body,0,,A1,5.4,0,0,8,0,33,78,90
group,group,0,,A1,5.57,0,0,12,0,32,66,90
certain,certain,0,,A2,5.16,0,0,15,0,30,52,90
end,end,0,,A1,5.68,0,0,12,2,39,61,89
period,period,0,,A1,5.21,0,0,17,0,34,54,89
living,living,0,,B1,5.3,0,0,11,1,36,70,89
million,million,0,,A1,5.33,0,0,6,0,36,83,88
home,home,0,,A1,5.81,0,0,9,0,39,69,87
remain,remain,0,,B1,4.83,0,0,13,0,39,60,86
likely,likely,0,,A2,5.2,0,0,14,7,29,52,85
feature,feature,1,features,A2,4.94,0,0,10,3,35,56,84
experience,experience,0,,A2,5.27,0,0,8,0,34,65,84
scientific,scientific,0,,B1,4.67,0,0,10,0,26,62,83
able,able,0,,A2,5.43,0,0,12,0,32,53,83
want,want,0,,A1,6.04,0,0,9,2,32,54,82
novel,novel,0,,A2,4.63,0,0,8,1,29,80,82
industry,industry,0,,A2,5.19,0,0,11,0,23,61,82
suggest,suggest,0,,A2,4.75,0,0,7,4,35,54,82
suffer,suffer,0,,B1,4.53,0,0,10,2,32,54,81
get,get,0,,A1,6.28,0,0,7,2,34,69,81
develop,develop,0,,A2,4.75,0,0,15,0,26,44,80
thousand,thousand,0,,A1,4.77,0,0,6,0,39,66,79
publish,publish,0,,A2,5.07,0,0,9,0,34,65,79
natural,natural,0,,A1,5.11,0,0,8,0,32,63,79
move,move,0,,A1,5.35,0,0,7,0,31,63,79
writer,writer,0,,A1,4.69,0,0,8,2,27,61,79
th-century,th-century,0,,off~C1,4.14,0,0,10,1,25,51,78
extremely,extremely,0,,A2,4.79,0,0,15,1,33,45,78
color,color,0,,off~B2,4.91,0,0,8,1,28,72,78
information,information,0,,A1,5.43,0,0,3,12,28,52,78
culture,culture,0,,A1,5.03,0,0,10,2,25,73,78
bird,bird,0,,A1,4.63,0,0,9,1,22,82,77
story,story,0,,A1,5.45,0,0,8,1,28,68,77
development,development,0,,B1,5.31,0,0,11,1,27,48,75
hundred,hundred,0,,A1,4.71,0,0,9,1,38,61,74
regard,regard,0,,B2,4.67,0,0,13,2,27,39,73
travel,travel,0,,A1,5.0,0,0,5,1,30,60,72
economic,economic,0,,B1,5.1,0,0,17,1,20,44,72
characteristic,characteristic,0,,B2,4.28,0,0,9,2,24,38,71
improve,improve,0,,A1,4.79,0,0,4,0,30,46,71
social,social,0,,A2,5.42,0,0,8,0,25,58,71
teach,teach,0,,A1,4.72,0,0,8,0,28,46,70
traditional,traditional,0,,A2,4.84,0,0,4,0,30,47,70
health,health,0,,A1,5.44,0,0,9,0,25,60,69
society,society,0,,A2,5.17,0,0,10,1,28,52,69
family,family,0,,A1,5.66,0,0,3,1,33,60,69
tree,tree,0,,A1,4.85,0,0,10,3,19,72,69
building,building,0,,A1,5.29,0,0,8,2,26,63,69
music,music,0,,A1,5.52,0,0,10,0,22,59,69
theory,theory,1,theory,B1,4.88,0,0,11,1,24,46,68
military,military,0,,B2,5.2,0,0,14,0,20,47,68
reach,reach,0,,A2,4.94,0,0,11,0,30,42,66
kind,kind,0,,A1,5.45,0,0,8,0,26,50,66
school,school,0,,A1,5.71,0,0,9,0,21,69,66
stop,stop,0,,A1,5.52,0,0,11,0,29,43,66
hard,hard,0,,A1,5.53,0,0,15,1,25,45,66
historian,historian,1,historian,B2,3.9,0,0,14,1,19,45,65
decade,decade,1,decades,B1,4.58,0,0,12,0,24,40,65
invent,invent,0,,A2,4.17,0,0,9,0,27,44,65
movement,movement,0,,A2,4.97,0,0,4,2,26,51,65
paint,paint,0,,A1,4.6,0,0,10,0,21,57,64
widely,widely,0,,B2,4.54,0,0,13,0,23,32,64
literature,literature,0,,B1,4.62,0,0,12,1,20,48,64
exist,exist,0,,A2,4.75,0,0,8,1,29,38,64
recently,recently,0,,A2,5.02,0,0,11,1,27,42,64
leader,leader,0,,A2,4.95,0,0,9,1,24,43,64
researcher,researcher,0,,A2,4.39,0,0,3,2,26,58,64
protect,protect,0,,A2,4.92,0,0,9,0,26,39,64
variety,variety,0,,A2,4.75,0,0,8,0,29,41,63
thing,thing,0,,A1,5.74,0,0,7,2,29,57,63
power,power,0,,A2,5.52,0,0,10,0,24,42,63
reason,reason,0,,A1,5.32,0,0,4,7,30,44,63
fine,fine,0,,A1,5.23,0,0,11,0,23,38,63
war,war,0,,A2,5.46,0,0,8,1,25,47,63
importance,importance,1,importance,B1,4.56,0,0,3,0,27,38,63
international,international,0,,A2,5.36,0,0,9,0,23,45,62
unusual,unusual,0,,A2,4.45,0,0,4,1,28,46,62
completely,completely,0,,A2,5.0,0,0,10,1,26,35,62
demand,demand,0,,B2,4.84,0,0,7,2,27,42,62
seem,seem,0,,A2,5.24,0,0,7,1,35,46,61
surprise,surprise,0,,A2,4.75,0,0,5,7,24,38,61
evidence,evidence,1,evidence,A2,5.14,0,0,10,1,23,33,60
structure,structure,1,structure,A2,4.84,0,0,10,2,20,42,60
behavior,behavior,0,,off~B2,4.69,0,0,6,0,25,57,59
science,science,0,,A1,5.12,0,0,8,2,20,69,59
visit,visit,0,,A1,5.04,0,0,7,1,27,44,59
law,law,0,,A2,5.46,0,0,9,1,20,54,59
successful,successful,0,,A2,4.94,0,0,6,0,24,37,58
serious,serious,0,,A2,5.1,0,0,11,0,23,32,58
short,short,0,,A1,5.33,0,0,6,1,24,33,58
poor,poor,0,,A1,5.09,0,0,6,0,23,42,58
sea,sea,0,,A1,5.06,0,0,3,0,23,51,57
possible,possible,0,,A1,5.36,0,0,9,0,28,36,57
something,something,0,,A1,5.81,0,0,1,12,30,39,57
death,death,0,,A2,5.4,0,0,7,0,27,39,57
style,style,0,,A1,5.11,0,0,5,1,27,52,57
expert,expert,1,experts,A2,4.56,0,0,8,1,23,40,57
wild,wild,0,,A2,4.8,0,0,6,1,21,56,56
technique,technique,1,techniques,B1,4.51,0,0,10,1,21,41,56
finding,finding,0,,B2,4.85,0,0,2,2,24,38,56
fish,fish,0,,A1,4.9,0,0,7,0,22,62,56
easy,easy,0,,A1,5.29,0,0,5,0,25,38,56
opinion,opinion,0,,A1,4.94,0,0,12,0,20,25,55
discovery,discovery,1,discovery,A2,4.45,0,0,3,2,22,43,55
education,education,0,,A2,5.28,0,0,8,0,21,50,55
agree,agree,0,,A1,4.97,0,0,6,2,27,36,55
poet,poet,0,,B1,4.21,0,0,8,0,20,44,55
scholar,scholar,1,scholar,B2,4.12,0,0,9,1,19,43,54
true,true,0,,A1,5.4,0,0,3,17,23,32,54
material,material,0,,A2,4.95,0,0,7,0,21,39,54
brain,brain,0,,A2,4.94,0,0,12,0,15,55,54
disorder,disorder,1,disorder,B2,4.31,0,0,6,2,15,45,54
painting,painting,0,,A1,4.6,0,0,8,0,20,42,53
percent,percent,0,,off~B2,5.04,0,0,6,0,25,52,53
open,open,0,,A1,5.48,0,0,5,0,30,46,53
nation,nation,0,,B1,4.88,0,0,13,0,19,26,53
critic,critic,1,critics,B2,4.39,0,0,10,1,20,33,52
company,company,0,,A1,5.6,0,0,2,1,25,52,52
major,major,0,,A2,5.3,0,0,4,0,24,35,52
production,production,0,,B1,5.14,0,0,6,1,23,36,52
success,success,0,,A1,5.06,0,0,5,0,23,35,52
generally,generally,0,,B1,4.95,0,0,11,0,23,26,51
ability,ability,0,,A2,4.96,0,0,10,0,22,31,51
admire,admire,0,,B1,3.97,0,0,14,0,17,23,51
technology,technology,0,,A2,5.09,0,0,8,0,20,39,51
air,air,0,,A1,5.37,0,0,4,2,23,38,50
ocean,ocean,0,,A2,4.7,0,0,3,0,21,52,50
growing,growe,0,,off~B2,4.94,0,0,5,1,19,30,50
difference,difference,0,,A1,5.01,0,0,9,0,17,28,50
probably,probably,0,,A1,5.37,0,0,7,4,20,30,50
achieve,achieve,0,,A2,4.57,0,0,10,1,20,31,50
meet,meet,0,,A1,5.27,0,0,4,3,25,36,49
town,town,0,,A1,5.24,0,0,4,0,19,58,49
reader,reader,0,,A1,4.41,0,0,4,2,20,35,49
simple,simple,0,,A2,5.08,0,0,6,0,23,36,49
together,together,0,,A1,5.46,0,0,4,0,28,38,49
responsible,responsible,0,,B1,4.88,0,0,9,0,23,24,49
character,character,0,,A2,5.11,0,0,5,1,22,32,48
challenge,challenge,1,challenging,B1,4.88,0,0,6,0,21,29,48
doctor,doctor,0,,A1,4.9,0,0,6,1,17,48,48
physical,physical,1,physical,A2,4.94,0,0,6,2,17,40,48
pay,pay,0,,A1,5.4,0,0,3,0,25,34,48
future,future,0,,A1,5.33,0,0,3,3,21,31,48
medical,medical,0,,A2,5.16,0,0,4,1,21,42,48
dog,dog,0,,A1,5.1,0,0,4,1,17,47,47
feel,feel,0,,A1,5.67,0,0,7,1,19,29,47
nature,nature,0,,A2,4.98,0,0,5,0,21,36,47
outside,outside,0,,A1,5.25,0,0,8,0,19,28,47
community,community,0,,A2,5.34,0,0,7,0,17,46,47
environment,environment,0,,A2,4.87,0,0,4,0,22,34,46
encourage,encourage,1,encouraging,B1,4.45,0,0,4,0,19,33,46
beginning,beginning,0,,A1,5.0,0,0,7,1,25,30,46
valuable,valuable,0,,B1,4.51,0,0,7,2,17,28,46
lack,lack,0,,B1,4.92,0,0,11,0,18,25,46
kill,kill,0,,A2,5.22,0,0,3,1,22,40,46
collection,collection,1,collection,B1,4.96,0,0,5,0,19,30,46
king,king,0,,A2,5.17,0,0,6,1,20,50,46
share,share,0,,A1,5.2,0,0,8,0,21,24,46
program,program,0,,A2,5.27,0,0,6,2,15,43,46
response,response,0,,A2,5.03,0,0,4,2,19,34,45
receive,receive,0,,A2,5.16,0,0,5,0,23,32,45
chemical,chemical,1,chemical,B1,4.57,0,0,6,2,17,40,45
attention,attention,0,,A2,5.11,0,0,8,0,18,23,45
tourist,tourist,0,,A1,4.2,0,0,6,1,15,37,45
business,business,0,,A1,5.56,0,0,5,2,18,31,45
philosopher,philosopher,1,philosopher,C1,3.72,0,0,10,0,13,22,44
earth,earth,0,,A2,5.06,0,0,4,1,19,31,44
island,island,0,,A1,5.01,0,0,7,1,14,46,44
stone,stone,0,,A2,4.8,0,0,4,0,23,54,44
special,special,0,,A1,5.34,0,0,6,0,19,25,44
painter,painter,0,,A2,3.93,0,0,12,0,13,26,44
service,service,0,,A2,5.49,0,0,7,1,17,29,44
love,love,0,,A1,5.82,0,0,1,0,25,43,43
impossible,impossible,0,,A2,4.78,0,0,8,0,21,26,43
hour,hour,0,,A1,5.4,0,0,1,0,30,47,43
literary,literary,1,literary,B2,4.31,0,0,7,0,17,27,43
rule,rule,0,,A1,5.06,0,0,6,0,19,23,43
white,white,0,,A1,5.51,0,0,4,0,19,35,43
advance,advance,0,,B1,4.71,0,0,7,0,20,24,43
aspect,aspect,1,aspects,B2,4.5,0,0,8,1,17,25,43
hunt,hunt,0,,B1,4.49,0,0,7,0,17,27,42
musical,musical,0,,A2,4.51,0,0,6,0,14,23,42
oil,oil,0,,A2,5.1,0,0,8,1,12,30,42
remember,remember,0,,A1,5.38,0,0,8,0,16,24,42
born,born,0,,A1,5.09,0,0,5,0,24,33,42
huge,huge,0,,A2,5.06,0,0,2,0,23,29,42
treatment,treatment,0,,B1,5.01,0,0,6,1,18,25,42
architect,architect,0,,A2,4.08,0,0,12,0,12,22,42
expensive,expensive,0,,A1,4.69,0,0,6,0,17,24,42
